task,method_base,method_id,k,n_rankings,n_datasets,effective_k,returned_count,missing_count,dataset_size_cap_count,informative_count,redundant_count,signal_or_redundant_count,explicit_noise_count,background_null_count,pure_noise_count,correlated_noise_count,returned_share,missing_share,dataset_size_cap_share,informative_share,redundant_share,signal_or_redundant_share,explicit_noise_share,background_null_share,pure_noise_share,correlated_noise_share,informative_share_rank,signal_or_redundant_share_rank,pure_noise_share_rank,correlated_noise_share_rank,missing_share_rank
classification,dt,dt__99914b932bd37a50,25,200,8,25.0,25.0,0.0,0.0,5.7,1.425,7.125,1.145,15.58,16.725,1.15,1.0,0.0,0.0,0.228,0.057,0.285,0.0458,0.6232,0.669,0.046,12.0,12.0,14.0,3.0,9.0
classification,rt,rt__99914b932bd37a50,25,200,8,25.0,25.0,0.0,0.0,5.395,1.5,6.895,1.255,15.465,16.72,1.385,1.0,0.0,0.0,0.21580000000000002,0.06,0.27580000000000005,0.0502,0.6186,0.6688,0.0554,13.0,13.0,13.0,4.0,9.0
classification,pi,pi__6e89acc5e72da5a8,25,200,8,25.0,25.0,0.0,0.0,5.33,1.435,6.765,1.22,15.58,16.8,1.435,1.0,0.0,0.0,0.2132,0.0574,0.2706,0.048799999999999996,0.6232,0.672,0.0574,14.0,14.0,15.0,5.0,9.0
classification,cit,cit__bc8d0ddbb26c15b5,25,200,8,25.0,25.0,0.0,0.0,4.905,1.35,6.255,2.295,14.13,16.425,2.32,1.0,0.0,0.0,0.1962,0.054000000000000006,0.2502,0.09179999999999999,0.5652,0.657,0.0928,15.0,15.0,12.0,17.0,9.0
classification,cpi,cpi__6e89acc5e72da5a8,25,200,8,25.0,25.0,0.0,0.0,4.495,1.34,5.835,1.3,16.735,18.035,1.13,1.0,0.0,0.0,0.17980000000000002,0.0536,0.2334,0.052000000000000005,0.6694,0.7214,0.0452,16.0,16.0,16.0,2.0,9.0
classification,r_ctree,r_ctree__b6e09ceb0eb26367,25,200,8,25.0,25.0,0.0,0.0,1.495,1.3,2.795,0.63,20.645,21.275,0.93,1.0,0.0,0.0,0.059800000000000006,0.052000000000000005,0.1118,0.0252,0.8258,0.851,0.037200000000000004,17.0,17.0,17.0,1.0,9.0
classification,et,et__f5580a1865f967c8,50,200,8,50.0,50.0,0.0,0.0,8.28,2.5,10.78,3.11,33.61,36.72,2.5,1.0,0.0,0.0,0.16560000000000002,0.05,0.21559999999999999,0.0622,0.6722,0.7343999999999999,0.05,1.0,1.0,1.0,16.5,9.0
classification,boruta,boruta__7f986516a1727870,50,200,8,50.0,50.0,0.0,0.0,8.26,2.5,10.76,2.65,34.09,36.74,2.5,1.0,0.0,0.0,0.16519999999999999,0.05,0.2152,0.053,0.6818000000000001,0.7348,0.05,3.0,3.0,2.0,16.5,9.0
classification,cat,cat__024a0842d4337711,50,200,8,50.0,50.0,0.0,0.0,8.26,2.5,10.76,2.8,34.125,36.925,2.315,1.0,0.0,0.0,0.16519999999999999,0.05,0.2152,0.055999999999999994,0.6825,0.7384999999999999,0.0463,3.0,3.0,5.0,10.0,9.0
classification,rfe,rfe__99914b932bd37a50,50,200,8,50.0,50.0,0.0,0.0,8.26,2.5,10.76,2.655,34.125,36.78,2.46,1.0,0.0,0.0,0.16519999999999999,0.05,0.2152,0.05310000000000001,0.6825,0.7356,0.0492,3.0,3.0,3.0,14.0,9.0
classification,xgb,xgb__1c62fadfc5e2988f,50,200,8,50.0,50.0,0.0,0.0,8.24,2.5,10.74,2.76,34.225,36.985,2.275,1.0,0.0,0.0,0.1648,0.05,0.2148,0.0552,0.6845,0.7397,0.0455,5.0,5.0,6.0,8.0,9.0
classification,rf,rf__27caa3a0a3b84fd9,50,200,8,50.0,50.0,0.0,0.0,8.23,2.5,10.73,2.73,34.075,36.805,2.465,1.0,0.0,0.0,0.1646,0.05,0.2146,0.0546,0.6815000000000001,0.7361,0.049300000000000004,6.0,6.0,4.0,15.0,9.0
classification,lgbm,lgbm__71ba9ba402678146,50,200,8,50.0,50.0,0.0,0.0,8.14,2.5,10.64,2.78,34.27,37.05,2.31,1.0,0.0,0.0,0.1628,0.05,0.21280000000000002,0.055600000000000004,0.6854,0.741,0.0462,7.0,7.0,7.0,9.0,9.0
classification,cif,cif__4ee6725d43ec8e5a,50,200,8,50.0,50.0,0.0,0.0,7.88,2.5,10.38,3.69,33.51,37.2,2.42,1.0,0.0,0.0,0.15760000000000002,0.05,0.2076,0.0738,0.6701999999999999,0.7440000000000001,0.0484,8.0,8.0,8.0,13.0,9.0
classification,r_cforest,r_cforest__37be32340835a93b,50,200,8,50.0,50.0,0.0,0.0,7.71,2.5,10.21,2.78,34.645,37.425,2.365,1.0,0.0,0.0,0.1542,0.05,0.20420000000000002,0.055600000000000004,0.6929000000000001,0.7485,0.0473,9.0,9.0,9.0,12.0,9.0
classification,ptest_rdc,ptest_rdc__307d6fc3284c28e2,50,200,8,50.0,50.0,0.0,0.0,7.635,2.5,10.135,2.835,34.89,37.725,2.14,1.0,0.0,0.0,0.1527,0.05,0.2027,0.0567,0.6978,0.7545000000000001,0.042800000000000005,10.0,10.0,10.0,7.0,9.0
classification,ptest_mc,ptest_mc__307d6fc3284c28e2,50,200,8,50.0,50.0,0.0,0.0,7.05,2.5,9.55,2.955,35.45,38.405,2.045,1.0,0.0,0.0,0.141,0.05,0.191,0.0591,0.7090000000000001,0.7681,0.0409,11.0,11.0,11.0,6.0,9.0
classification,dt,dt__99914b932bd37a50,50,200,8,50.0,50.0,0.0,0.0,6.945,2.5,9.445,2.195,36.865,39.06,1.495,1.0,0.0,0.0,0.1389,0.05,0.1889,0.043899999999999995,0.7373000000000001,0.7812,0.029900000000000003,12.0,12.0,15.0,3.0,9.0
classification,pi,pi__6e89acc5e72da5a8,50,200,8,50.0,50.0,0.0,0.0,6.815,2.5,9.315,2.865,36.095,38.96,1.725,1.0,0.0,0.0,0.1363,0.05,0.1863,0.057300000000000004,0.7219,0.7792,0.0345,13.0,13.0,14.0,4.0,9.0
classification,rt,rt__99914b932bd37a50,50,200,8,50.0,50.0,0.0,0.0,6.795,2.5,9.295,2.96,35.94,38.9,1.805,1.0,0.0,0.0,0.1359,0.05,0.1859,0.0592,0.7188,0.778,0.0361,14.0,14.0,13.0,5.0,9.0
classification,cit,cit__bc8d0ddbb26c15b5,50,200,8,50.0,50.0,0.0,0.0,6.76,2.5,9.26,5.42,33.0,38.42,2.32,1.0,0.0,0.0,0.13520000000000001,0.05,0.1852,0.1084,0.66,0.7684000000000001,0.0464,15.0,15.0,12.0,11.0,9.0
classification,cpi,cpi__6e89acc5e72da5a8,50,200,8,50.0,50.0,0.0,0.0,6.025,2.5,8.525,2.91,37.145,40.055,1.42,1.0,0.0,0.0,0.12050000000000001,0.05,0.1705,0.0582,0.7429000000000001,0.8011,0.028399999999999998,16.0,16.0,16.0,2.0,9.0
classification,r_ctree,r_ctree__b6e09ceb0eb26367,50,200,8,50.0,50.0,0.0,0.0,4.075,2.5,6.575,0.63,41.83,42.46,0.965,1.0,0.0,0.0,0.0815,0.05,0.1315,0.0126,0.8366,0.8492000000000001,0.0193,17.0,17.0,17.0,1.0,9.0
classification,xgb,xgb__1c62fadfc5e2988f,100,200,8,93.75,93.75,0.0,6.25,8.555,2.5,11.055,6.25,73.99,80.24,2.455,1.0,0.0,0.0625,0.09805,0.05,0.14805,0.0625,0.7648999999999999,0.8273999999999999,0.024550000000000002,1.0,1.0,1.0,8.0,9.0
classification,lgbm,lgbm__71ba9ba402678146,100,200,8,93.75,93.75,0.0,6.25,8.52,2.5,11.02,6.25,73.995,80.245,2.485,1.0,0.0,0.0625,0.09770000000000001,0.05,0.1477,0.0625,0.76495,0.82745,0.024850000000000004,2.0,2.0,2.0,10.0,9.0
classification,cat,cat__024a0842d4337711,100,200,8,93.75,93.75,0.0,6.25,8.51,2.5,11.01,6.25,74.025,80.275,2.465,1.0,0.0,0.0625,0.09759999999999999,0.05,0.1476,0.0625,0.7652500000000001,0.8277500000000001,0.024650000000000002,3.0,3.0,3.0,9.0,9.0
classification,ptest_rdc,ptest_rdc__307d6fc3284c28e2,100,200,8,93.75,93.75,0.0,6.25,8.445,2.5,10.945,6.25,74.155,80.405,2.4,1.0,0.0,0.0625,0.09695000000000001,0.05,0.14695,0.0625,0.7665500000000001,0.8290500000000001,0.024,4.0,4.0,10.0,7.0,9.0
classification,et,et__f5580a1865f967c8,100,200,8,93.75,93.75,0.0,6.25,8.435,2.5,10.935,6.25,74.065,80.315,2.5,1.0,0.0,0.0625,0.09685,0.05,0.14685,0.0625,0.7656499999999999,0.8281499999999999,0.025,5.0,5.0,4.0,14.5,9.0
classification,cit,cit__bc8d0ddbb26c15b5,100,200,8,93.75,93.75,0.0,6.25,8.43,2.5,10.93,6.25,74.07,80.32,2.5,1.0,0.0,0.0625,0.0968,0.05,0.14679999999999999,0.0625,0.7656999999999999,0.8281999999999999,0.025,6.0,6.0,5.0,14.5,9.0
classification,rfe,rfe__99914b932bd37a50,100,200,8,93.75,93.75,0.0,6.25,8.42,2.5,10.92,6.25,74.08,80.33,2.5,1.0,0.0,0.0625,0.0967,0.05,0.1467,0.0625,0.7658,0.8283,0.025,7.0,7.0,6.0,14.5,9.0
classification,boruta,boruta__7f986516a1727870,100,200,8,93.75,93.75,0.0,6.25,8.405,2.5,10.905,6.25,74.095,80.345,2.5,1.0,0.0,0.0625,0.09655000000000001,0.05,0.14654999999999999,0.0625,0.76595,0.82845,0.025,8.0,8.0,7.0,14.5,9.0
classification,rf,rf__27caa3a0a3b84fd9,100,200,8,93.75,93.75,0.0,6.25,8.395,2.5,10.895,6.25,74.105,80.355,2.5,1.0,0.0,0.0625,0.09645000000000001,0.05,0.14645,0.0625,0.76605,0.82855,0.025,9.0,9.0,8.0,14.5,9.0
classification,cif,cif__4ee6725d43ec8e5a,100,200,8,93.75,93.75,0.0,6.25,8.39,2.5,10.89,6.25,74.11,80.36,2.5,1.0,0.0,0.0625,0.0964,0.05,0.1464,0.0625,0.7661,0.8286,0.025,10.0,10.0,9.0,14.5,9.0
classification,ptest_mc,ptest_mc__307d6fc3284c28e2,100,200,8,93.75,93.75,0.0,6.25,8.34,2.5,10.84,6.25,74.29,80.54,2.37,1.0,0.0,0.0625,0.0959,0.05,0.1459,0.0625,0.7679,0.8304,0.023700000000000002,11.0,11.0,11.0,5.0,9.0
classification,dt,dt__99914b932bd37a50,100,200,8,93.75,93.75,0.0,6.25,8.335,2.5,10.835,6.25,74.335,80.585,2.33,1.0,0.0,0.0625,0.09585,0.05,0.14585,0.0625,0.76835,0.83085,0.0233,12.0,12.0,13.0,4.0,9.0
classification,r_cforest,r_cforest__37be32340835a93b,100,200,8,93.75,93.75,0.0,6.25,8.205,2.5,10.705,6.25,74.3,80.55,2.495,1.0,0.0,0.0625,0.09455,0.05,0.14455,0.0625,0.768,0.8305,0.02495,13.0,13.0,12.0,11.0,9.0
classification,rt,rt__99914b932bd37a50,100,200,8,93.75,93.75,0.0,6.25,8.145,2.5,10.645,6.25,74.47,80.72,2.385,1.0,0.0,0.0625,0.09395000000000002,0.05,0.14395,0.0625,0.7696999999999999,0.8321999999999999,0.023850000000000003,14.0,14.0,14.0,6.0,9.0
classification,pi,pi__6e89acc5e72da5a8,100,200,8,93.75,93.75,0.0,6.25,8.115,2.5,10.615,6.25,74.755,81.005,2.13,1.0,0.0,0.0625,0.09365,0.05,0.14365,0.0625,0.77255,0.83505,0.0213,15.0,15.0,15.0,3.0,9.0
classification,r_ctree,r_ctree__b6e09ceb0eb26367,100,200,8,93.75,93.75,0.0,6.25,8.0,2.5,10.5,6.25,76.035,82.285,0.965,1.0,0.0,0.0625,0.0925,0.05,0.1425,0.0625,0.78535,0.84785,0.00965,16.0,16.0,17.0,1.0,9.0
classification,cpi,cpi__6e89acc5e72da5a8,100,200,8,93.75,93.75,0.0,6.25,7.97,2.5,10.47,6.25,74.96,81.21,2.07,1.0,0.0,0.0625,0.0922,0.05,0.1422,0.0625,0.7746,0.8371,0.0207,17.0,17.0,16.0,2.0,9.0
regression,boruta,boruta__7f986516a1727870,1,200,8,1.0,1.0,0.0,0.0,0.88,0.0,0.88,0.0,0.12,0.12,0.0,1.0,0.0,0.0,0.88,0.0,0.88,0.0,0.12,0.12,0.0,1.0,15.0,15.0,8.5,9.5
regression,cat,cat__024a0842d4337711,1,200,8,1.0,1.0,0.0,0.0,0.875,0.125,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.875,0.125,1.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,8.5,9.5
regression,dt,dt__99914b932bd37a50,1,200,8,1.0,1.0,0.0,0.0,0.875,0.125,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.875,0.125,1.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,8.5,9.5
regression,et,et__f09eb85fc7f75870,1,200,8,1.0,1.0,0.0,0.0,0.875,0.125,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.875,0.125,1.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,8.5,9.5
regression,lgbm,lgbm__71ba9ba402678146,1,200,8,1.0,1.0,0.0,0.0,0.875,0.125,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.875,0.125,1.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,8.5,9.5
regression,ptest_dc,ptest_dc__307d6fc3284c28e2,1,200,8,1.0,1.0,0.0,0.0,0.875,0.125,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.875,0.125,1.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,8.5,9.5
regression,ptest_rdc,ptest_rdc__307d6fc3284c28e2,1,200,8,1.0,1.0,0.0,0.0,0.875,0.125,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.875,0.125,1.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,8.5,9.5
regression,rf,rf__aed17443e3db937d,1,200,8,1.0,1.0,0.0,0.0,0.875,0.125,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.875,0.125,1.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,8.5,9.5
regression,rfe,rfe__99914b932bd37a50,1,200,8,1.0,1.0,0.0,0.0,0.875,0.125,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.875,0.125,1.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,8.5,9.5
regression,xgb,xgb__1c62fadfc5e2988f,1,200,8,1.0,1.0,0.0,0.0,0.875,0.125,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.875,0.125,1.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,8.5,9.5
regression,rt,rt__99914b932bd37a50,1,200,8,1.0,1.0,0.0,0.0,0.845,0.09,0.935,0.0,0.01,0.01,0.055,1.0,0.0,0.0,0.845,0.09,0.935,0.0,0.01,0.01,0.055,11.0,13.5,10.0,18.0,9.5
regression,ptest_pc,ptest_pc__307d6fc3284c28e2,1,200,8,1.0,1.0,0.0,0.0,0.835,0.125,0.96,0.0,0.04,0.04,0.0,1.0,0.0,0.0,0.835,0.125,0.96,0.0,0.04,0.04,0.0,12.0,10.0,11.0,8.5,9.5
regression,pi,pi__6e89acc5e72da5a8,1,200,8,1.0,1.0,0.0,0.0,0.83,0.125,0.955,0.0,0.045,0.045,0.0,1.0,0.0,0.0,0.83,0.125,0.955,0.0,0.045,0.045,0.0,13.0,11.0,12.0,8.5,9.5
regression,cpi,cpi__6e89acc5e72da5a8,1,200,8,1.0,1.0,0.0,0.0,0.825,0.125,0.95,0.0,0.05,0.05,0.0,1.0,0.0,0.0,0.825,0.125,0.95,0.0,0.05,0.05,0.0,14.0,12.0,13.0,8.5,9.5
regression,cif,cif__f996d20e25e412cc,1,200,8,1.0,1.0,0.0,0.0,0.81,0.125,0.935,0.0,0.065,0.065,0.0,1.0,0.0,0.0,0.81,0.125,0.935,0.0,0.065,0.065,0.0,15.0,13.5,14.0,8.5,9.5
regression,cit,cit__2cd925b5323e9208,1,200,8,1.0,1.0,0.0,0.0,0.75,0.125,0.875,0.0,0.125,0.125,0.0,1.0,0.0,0.0,0.75,0.125,0.875,0.0,0.125,0.125,0.0,16.0,16.0,16.0,8.5,9.5
regression,r_cforest,r_cforest__37be32340835a93b,1,200,8,1.0,1.0,0.0,0.0,0.645,0.125,0.77,0.0,0.22,0.22,0.01,1.0,0.0,0.0,0.645,0.125,0.77,0.0,0.22,0.22,0.01,17.0,17.0,17.0,17.0,9.5
regression,r_ctree,r_ctree__b6e09ceb0eb26367,1,200,8,1.0,1.0,0.0,0.0,0.025,0.0,0.025,0.0,0.975,0.975,0.0,1.0,0.0,0.0,0.025,0.0,0.025,0.0,0.975,0.975,0.0,18.0,18.0,18.0,8.5,9.5
regression,ptest_dc,ptest_dc__307d6fc3284c28e2,2,200,8,2.0,2.0,0.0,0.0,1.735,0.125,1.86,0.0,0.015,0.015,0.125,1.0,0.0,0.0,0.8675,0.0625,0.93,0.0,0.0075,0.0075,0.0625,1.0,10.0,1.0,17.0,9.5
regression,boruta,boruta__7f986516a1727870,2,200,8,2.0,2.0,0.0,0.0,1.73,0.025,1.755,0.0,0.245,0.245,0.0,1.0,0.0,0.0,0.865,0.0125,0.8775,0.0,0.1225,0.1225,0.0,2.5,15.0,15.0,5.5,9.5
regression,ptest_rdc,ptest_rdc__307d6fc3284c28e2,2,200,8,2.0,2.0,0.0,0.0,1.73,0.125,1.855,0.0,0.02,0.02,0.125,1.0,0.0,0.0,0.865,0.0625,0.9275,0.0,0.01,0.01,0.0625,2.5,11.0,2.0,17.0,9.5
regression,et,et__f09eb85fc7f75870,2,200,8,2.0,2.0,0.0,0.0,1.7,0.195,1.895,0.0,0.085,0.085,0.02,1.0,0.0,0.0,0.85,0.0975,0.9475,0.0,0.0425,0.0425,0.01,4.0,5.0,5.0,12.0,9.5
regression,rf,rf__aed17443e3db937d,2,200,8,2.0,2.0,0.0,0.0,1.69,0.25,1.94,0.0,0.06,0.06,0.0,1.0,0.0,0.0,0.845,0.125,0.97,0.0,0.03,0.03,0.0,5.0,1.0,3.0,5.5,9.5
regression,lgbm,lgbm__71ba9ba402678146,2,200,8,2.0,2.0,0.0,0.0,1.68,0.25,1.93,0.0,0.07,0.07,0.0,1.0,0.0,0.0,0.84,0.125,0.965,0.0,0.035,0.035,0.0,6.0,2.0,4.0,5.5,9.5
regression,cat,cat__024a0842d4337711,2,200,8,2.0,2.0,0.0,0.0,1.66,0.25,1.91,0.0,0.09,0.09,0.0,1.0,0.0,0.0,0.83,0.125,0.955,0.0,0.045,0.045,0.0,7.0,3.0,6.0,5.5,9.5
regression,xgb,xgb__1c62fadfc5e2988f,2,200,8,2.0,2.0,0.0,0.0,1.65,0.25,1.9,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.825,0.125,0.95,0.0,0.05,0.05,0.0,8.0,4.0,7.0,5.5,9.5
regression,cif,cif__f996d20e25e412cc,2,200,8,2.0,2.0,0.0,0.0,1.645,0.155,1.8,0.0,0.115,0.115,0.085,1.0,0.0,0.0,0.8225,0.0775,0.9,0.0,0.0575,0.0575,0.0425,9.5,12.0,11.0,13.0,9.5
regression,ptest_pc,ptest_pc__307d6fc3284c28e2,2,200,8,2.0,2.0,0.0,0.0,1.645,0.125,1.77,0.0,0.105,0.105,0.125,1.0,0.0,0.0,0.8225,0.0625,0.885,0.0,0.0525,0.0525,0.0625,9.5,14.0,8.0,17.0,9.5
regression,cit,cit__2cd925b5323e9208,2,200,8,2.0,2.0,0.0,0.0,1.63,0.245,1.875,0.0,0.125,0.125,0.0,1.0,0.0,0.0,0.815,0.1225,0.9375,0.0,0.0625,0.0625,0.0,11.5,7.0,12.0,5.5,9.5
regression,dt,dt__99914b932bd37a50,2,200,8,2.0,2.0,0.0,0.0,1.63,0.25,1.88,0.0,0.11,0.11,0.01,1.0,0.0,0.0,0.815,0.125,0.94,0.0,0.055,0.055,0.005,11.5,6.0,9.5,11.0,9.5
regression,cpi,cpi__6e89acc5e72da5a8,2,200,8,2.0,2.0,0.0,0.0,1.62,0.245,1.865,0.0,0.135,0.135,0.0,1.0,0.0,0.0,0.81,0.1225,0.9325,0.0,0.0675,0.0675,0.0,13.0,8.5,13.5,5.5,9.5
regression,pi,pi__6e89acc5e72da5a8,2,200,8,2.0,2.0,0.0,0.0,1.615,0.25,1.865,0.0,0.135,0.135,0.0,1.0,0.0,0.0,0.8075,0.125,0.9325,0.0,0.0675,0.0675,0.0,14.0,8.5,13.5,5.5,9.5
regression,rt,rt__99914b932bd37a50,2,200,8,2.0,2.0,0.0,0.0,1.58,0.2,1.78,0.0,0.11,0.11,0.11,1.0,0.0,0.0,0.79,0.1,0.89,0.0,0.055,0.055,0.055,15.0,13.0,9.5,14.5,9.5
regression,rfe,rfe__99914b932bd37a50,2,200,8,2.0,2.0,0.0,0.0,1.49,0.125,1.615,0.0,0.385,0.385,0.0,1.0,0.0,0.0,0.745,0.0625,0.8075,0.0,0.1925,0.1925,0.0,16.0,16.0,16.0,5.5,9.5
regression,r_cforest,r_cforest__37be32340835a93b,2,200,8,2.0,2.0,0.0,0.0,1.3,0.185,1.485,0.0,0.405,0.405,0.11,1.0,0.0,0.0,0.65,0.0925,0.7425,0.0,0.2025,0.2025,0.055,17.0,17.0,17.0,14.5,9.5
regression,r_ctree,r_ctree__b6e09ceb0eb26367,2,200,8,2.0,2.0,0.0,0.0,0.075,0.005,0.08,0.0,1.92,1.92,0.0,1.0,0.0,0.0,0.0375,0.0025,0.04,0.0,0.96,0.96,0.0,18.0,18.0,18.0,5.5,9.5
regression,lgbm,lgbm__71ba9ba402678146,5,200,8,5.0,5.0,0.0,0.0,4.2,0.45,4.65,0.0,0.35,0.35,0.0,1.0,0.0,0.0,0.84,0.09,0.93,0.0,0.07,0.07,0.0,1.0,1.0,2.0,1.0,9.5
regression,et,et__f09eb85fc7f75870,5,200,8,5.0,5.0,0.0,0.0,4.175,0.375,4.55,0.0,0.315,0.315,0.135,1.0,0.0,0.0,0.835,0.075,0.91,0.0,0.063,0.063,0.027000000000000003,2.0,2.0,1.0,11.0,9.5
regression,cat,cat__024a0842d4337711,5,200,8,5.0,5.0,0.0,0.0,4.145,0.375,4.52,0.0,0.395,0.395,0.085,1.0,0.0,0.0,0.8290000000000001,0.075,0.904,0.0,0.079,0.079,0.017,3.0,4.0,5.0,6.0,9.5
regression,rf,rf__aed17443e3db937d,5,200,8,5.0,5.0,0.0,0.0,4.12,0.41,4.53,0.0,0.355,0.355,0.115,1.0,0.0,0.0,0.8240000000000001,0.08199999999999999,0.9059999999999999,0.0,0.071,0.071,0.023000000000000003,4.0,3.0,3.0,10.0,9.5
regression,xgb,xgb__1c62fadfc5e2988f,5,200,8,5.0,5.0,0.0,0.0,3.965,0.465,4.43,0.0,0.53,0.53,0.04,1.0,0.0,0.0,0.7929999999999999,0.09300000000000001,0.8859999999999999,0.0,0.106,0.106,0.008,5.0,5.0,8.0,3.0,9.5
regression,boruta,boruta__7f986516a1727870,5,200,8,5.0,5.0,0.0,0.0,3.96,0.17,4.13,0.0,0.78,0.78,0.09,1.0,0.0,0.0,0.792,0.034,0.826,0.0,0.15600000000000003,0.15600000000000003,0.018000000000000002,6.0,11.0,12.0,8.0,9.5
regression,pi,pi__6e89acc5e72da5a8,5,200,8,5.0,5.0,0.0,0.0,3.895,0.43,4.325,0.0,0.59,0.59,0.085,1.0,0.0,0.0,0.779,0.086,0.865,0.0,0.11800000000000001,0.11800000000000001,0.017,7.0,7.5,10.0,6.0,9.5
regression,ptest_dc,ptest_dc__307d6fc3284c28e2,5,200,8,5.0,5.0,0.0,0.0,3.865,0.5,4.365,0.0,0.38,0.38,0.255,1.0,0.0,0.0,0.773,0.1,0.873,0.0,0.076,0.076,0.051000000000000004,8.0,6.0,4.0,16.0,9.5
regression,ptest_pc,ptest_pc__307d6fc3284c28e2,5,200,8,5.0,5.0,0.0,0.0,3.825,0.5,4.325,0.0,0.425,0.425,0.25,1.0,0.0,0.0,0.765,0.1,0.865,0.0,0.085,0.085,0.05,9.0,7.5,6.0,14.5,9.5
regression,cif,cif__f996d20e25e412cc,5,200,8,5.0,5.0,0.0,0.0,3.82,0.39,4.21,0.0,0.555,0.555,0.235,1.0,0.0,0.0,0.764,0.078,0.8420000000000001,0.0,0.111,0.111,0.047,10.0,10.0,9.0,13.0,9.5
regression,ptest_rdc,ptest_rdc__307d6fc3284c28e2,5,200,8,5.0,5.0,0.0,0.0,3.81,0.5,4.31,0.0,0.44,0.44,0.25,1.0,0.0,0.0,0.762,0.1,0.862,0.0,0.08800000000000001,0.08800000000000001,0.05,11.0,9.0,7.0,14.5,9.5
regression,dt,dt__99914b932bd37a50,5,200,8,5.0,5.0,0.0,0.0,3.66,0.465,4.125,0.0,0.78,0.78,0.095,1.0,0.0,0.0,0.732,0.09300000000000001,0.825,0.0,0.156,0.156,0.019000000000000003,12.0,12.0,11.0,9.0,9.5
regression,cpi,cpi__6e89acc5e72da5a8,5,200,8,5.0,5.0,0.0,0.0,3.62,0.465,4.085,0.0,0.83,0.83,0.085,1.0,0.0,0.0,0.7240000000000001,0.09300000000000001,0.8170000000000001,0.0,0.166,0.166,0.017,13.0,13.0,14.0,6.0,9.5
regression,rt,rt__99914b932bd37a50,5,200,8,5.0,5.0,0.0,0.0,3.495,0.385,3.88,0.0,0.82,0.82,0.3,1.0,0.0,0.0,0.6990000000000001,0.077,0.7759999999999999,0.0,0.16399999999999998,0.16399999999999998,0.06,14.0,14.0,13.0,18.0,9.5
regression,cit,cit__2cd925b5323e9208,5,200,8,5.0,5.0,0.0,0.0,3.195,0.51,3.705,0.0,1.25,1.25,0.045,1.0,0.0,0.0,0.639,0.10200000000000001,0.741,0.0,0.25,0.25,0.009000000000000001,15.0,15.0,16.0,4.0,9.5
regression,r_cforest,r_cforest__37be32340835a93b,5,200,8,5.0,5.0,0.0,0.0,3.19,0.48,3.67,0.0,1.065,1.065,0.265,1.0,0.0,0.0,0.638,0.096,0.7340000000000001,0.0,0.213,0.213,0.053,16.0,16.0,15.0,17.0,9.5
regression,rfe,rfe__99914b932bd37a50,5,200,8,5.0,5.0,0.0,0.0,2.905,0.405,3.31,0.0,1.505,1.505,0.185,1.0,0.0,0.0,0.581,0.081,0.662,0.0,0.301,0.301,0.037000000000000005,17.0,17.0,17.0,12.0,9.5
regression,r_ctree,r_ctree__b6e09ceb0eb26367,5,200,8,5.0,5.0,0.0,0.0,0.335,0.065,0.4,0.0,4.575,4.575,0.025,1.0,0.0,0.0,0.067,0.013000000000000001,0.08,0.0,0.915,0.915,0.005,18.0,18.0,18.0,2.0,9.5
regression,lgbm,lgbm__71ba9ba402678146,10,200,8,10.0,10.0,0.0,0.0,6.275,0.63,6.905,0.0,2.675,2.675,0.42,1.0,0.0,0.0,0.6275,0.063,0.6905,0.0,0.2675,0.2675,0.042,1.0,2.0,8.0,2.0,9.5
regression,et,et__f09eb85fc7f75870,10,200,8,10.0,10.0,0.0,0.0,6.26,0.695,6.955,0.0,2.37,2.37,0.675,1.0,0.0,0.0,0.626,0.0695,0.6955,0.0,0.237,0.237,0.0675,2.0,1.0,1.0,11.0,9.5
regression,rf,rf__aed17443e3db937d,10,200,8,10.0,10.0,0.0,0.0,6.2,0.645,6.845,0.0,2.54,2.54,0.615,1.0,0.0,0.0,0.62,0.0645,0.6845,0.0,0.254,0.254,0.061500000000000006,3.0,3.0,5.0,9.0,9.5
regression,cat,cat__024a0842d4337711,10,200,8,10.0,10.0,0.0,0.0,6.16,0.625,6.785,0.0,2.695,2.695,0.52,1.0,0.0,0.0,0.616,0.0625,0.6785,0.0,0.2695,0.2695,0.052000000000000005,4.0,5.0,9.0,6.0,9.5
