task,dataset_type,method_base,method_id,k,n_rankings,n_datasets,effective_k,returned_count,missing_count,dataset_size_cap_count,informative_count,redundant_count,signal_or_redundant_count,explicit_noise_count,background_null_count,pure_noise_count,correlated_noise_count,returned_share,missing_share,dataset_size_cap_share,informative_share,redundant_share,signal_or_redundant_share,explicit_noise_share,background_null_share,pure_noise_share,correlated_noise_share
classification,standard_easy,lgbm,lgbm__71ba9ba402678146,10,25,1,10.0,10.0,0.0,0.0,8.0,0.0,8.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.8,0.0,0.8,0.0,0.2,0.2,0.0
classification,standard_easy,ptest_mc,ptest_mc__307d6fc3284c28e2,10,25,1,10.0,10.0,0.0,0.0,8.0,0.0,8.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.8,0.0,0.8,0.0,0.2,0.2,0.0
classification,standard_easy,pi,pi__6e89acc5e72da5a8,10,25,1,10.0,10.0,0.0,0.0,6.08,0.0,6.08,0.0,3.92,3.92,0.0,1.0,0.0,0.0,0.608,0.0,0.608,0.0,0.392,0.392,0.0
classification,standard_easy,cit,cit__bc8d0ddbb26c15b5,10,25,1,10.0,10.0,0.0,0.0,5.32,0.0,5.32,0.0,4.68,4.68,0.0,1.0,0.0,0.0,0.532,0.0,0.532,0.0,0.46799999999999997,0.46799999999999997,0.0
classification,standard_easy,cpi,cpi__6e89acc5e72da5a8,10,25,1,10.0,10.0,0.0,0.0,4.84,0.0,4.84,0.0,5.16,5.16,0.0,1.0,0.0,0.0,0.484,0.0,0.484,0.0,0.516,0.516,0.0
classification,standard_easy,r_ctree,r_ctree__b6e09ceb0eb26367,10,25,1,10.0,10.0,0.0,0.0,0.24,0.0,0.24,0.0,9.76,9.76,0.0,1.0,0.0,0.0,0.024,0.0,0.024,0.0,0.976,0.976,0.0
classification,standard_easy,boruta,boruta__7f986516a1727870,20,25,1,20.0,20.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,10.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0
classification,standard_easy,et,et__f5580a1865f967c8,20,25,1,20.0,20.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,10.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0
classification,standard_easy,rf,rf__27caa3a0a3b84fd9,20,25,1,20.0,20.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,10.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0
classification,standard_easy,rfe,rfe__99914b932bd37a50,20,25,1,20.0,20.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,10.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0
classification,standard_easy,cif,cif__4ee6725d43ec8e5a,20,25,1,20.0,20.0,0.0,0.0,9.84,0.0,9.84,0.0,10.16,10.16,0.0,1.0,0.0,0.0,0.49200000000000005,0.0,0.49200000000000005,0.0,0.508,0.508,0.0
classification,standard_easy,r_cforest,r_cforest__37be32340835a93b,20,25,1,20.0,20.0,0.0,0.0,9.72,0.0,9.72,0.0,10.28,10.28,0.0,1.0,0.0,0.0,0.486,0.0,0.486,0.0,0.514,0.514,0.0
classification,standard_easy,cat,cat__024a0842d4337711,20,25,1,20.0,20.0,0.0,0.0,9.16,0.0,9.16,0.0,10.84,10.84,0.0,1.0,0.0,0.0,0.45799999999999996,0.0,0.45799999999999996,0.0,0.542,0.542,0.0
classification,standard_easy,xgb,xgb__1c62fadfc5e2988f,20,25,1,20.0,20.0,0.0,0.0,8.92,0.0,8.92,0.0,11.08,11.08,0.0,1.0,0.0,0.0,0.446,0.0,0.446,0.0,0.554,0.554,0.0
classification,standard_easy,lgbm,lgbm__71ba9ba402678146,20,25,1,20.0,20.0,0.0,0.0,8.8,0.0,8.8,0.0,11.2,11.2,0.0,1.0,0.0,0.0,0.44,0.0,0.44,0.0,0.56,0.56,0.0
classification,standard_easy,ptest_rdc,ptest_rdc__307d6fc3284c28e2,20,25,1,20.0,20.0,0.0,0.0,8.76,0.0,8.76,0.0,11.24,11.24,0.0,1.0,0.0,0.0,0.43800000000000006,0.0,0.43800000000000006,0.0,0.562,0.562,0.0
classification,standard_easy,ptest_mc,ptest_mc__307d6fc3284c28e2,20,25,1,20.0,20.0,0.0,0.0,8.0,0.0,8.0,0.0,12.0,12.0,0.0,1.0,0.0,0.0,0.4,0.0,0.4,0.0,0.6,0.6,0.0
classification,standard_easy,cit,cit__bc8d0ddbb26c15b5,20,25,1,20.0,20.0,0.0,0.0,6.96,0.0,6.96,0.0,13.04,13.04,0.0,1.0,0.0,0.0,0.348,0.0,0.348,0.0,0.652,0.652,0.0
classification,standard_easy,pi,pi__6e89acc5e72da5a8,20,25,1,20.0,20.0,0.0,0.0,6.96,0.0,6.96,0.0,13.04,13.04,0.0,1.0,0.0,0.0,0.348,0.0,0.348,0.0,0.652,0.652,0.0
classification,standard_easy,cpi,cpi__6e89acc5e72da5a8,20,25,1,20.0,20.0,0.0,0.0,6.08,0.0,6.08,0.0,13.92,13.92,0.0,1.0,0.0,0.0,0.304,0.0,0.304,0.0,0.696,0.696,0.0
classification,standard_easy,r_ctree,r_ctree__b6e09ceb0eb26367,20,25,1,20.0,20.0,0.0,0.0,1.24,0.0,1.24,0.0,18.76,18.76,0.0,1.0,0.0,0.0,0.062,0.0,0.062,0.0,0.938,0.938,0.0
classification,standard_easy,boruta,boruta__7f986516a1727870,25,25,1,25.0,25.0,0.0,0.0,10.0,0.0,10.0,0.0,15.0,15.0,0.0,1.0,0.0,0.0,0.4,0.0,0.4,0.0,0.6,0.6,0.0
classification,standard_easy,cif,cif__4ee6725d43ec8e5a,25,25,1,25.0,25.0,0.0,0.0,10.0,0.0,10.0,0.0,15.0,15.0,0.0,1.0,0.0,0.0,0.4,0.0,0.4,0.0,0.6,0.6,0.0
classification,standard_easy,et,et__f5580a1865f967c8,25,25,1,25.0,25.0,0.0,0.0,10.0,0.0,10.0,0.0,15.0,15.0,0.0,1.0,0.0,0.0,0.4,0.0,0.4,0.0,0.6,0.6,0.0
classification,standard_easy,r_cforest,r_cforest__37be32340835a93b,25,25,1,25.0,25.0,0.0,0.0,10.0,0.0,10.0,0.0,15.0,15.0,0.0,1.0,0.0,0.0,0.4,0.0,0.4,0.0,0.6,0.6,0.0
classification,standard_easy,rf,rf__27caa3a0a3b84fd9,25,25,1,25.0,25.0,0.0,0.0,10.0,0.0,10.0,0.0,15.0,15.0,0.0,1.0,0.0,0.0,0.4,0.0,0.4,0.0,0.6,0.6,0.0
classification,standard_easy,rfe,rfe__99914b932bd37a50,25,25,1,25.0,25.0,0.0,0.0,10.0,0.0,10.0,0.0,15.0,15.0,0.0,1.0,0.0,0.0,0.4,0.0,0.4,0.0,0.6,0.6,0.0
classification,standard_easy,cat,cat__024a0842d4337711,25,25,1,25.0,25.0,0.0,0.0,9.28,0.0,9.28,0.0,15.72,15.72,0.0,1.0,0.0,0.0,0.3712,0.0,0.3712,0.0,0.6288,0.6288,0.0
classification,standard_easy,lgbm,lgbm__71ba9ba402678146,25,25,1,25.0,25.0,0.0,0.0,9.2,0.0,9.2,0.0,15.8,15.8,0.0,1.0,0.0,0.0,0.368,0.0,0.368,0.0,0.632,0.632,0.0
classification,standard_easy,xgb,xgb__1c62fadfc5e2988f,25,25,1,25.0,25.0,0.0,0.0,9.04,0.0,9.04,0.0,15.96,15.96,0.0,1.0,0.0,0.0,0.3616,0.0,0.3616,0.0,0.6384000000000001,0.6384000000000001,0.0
classification,standard_easy,ptest_rdc,ptest_rdc__307d6fc3284c28e2,25,25,1,25.0,25.0,0.0,0.0,8.92,0.0,8.92,0.0,16.08,16.08,0.0,1.0,0.0,0.0,0.3568,0.0,0.3568,0.0,0.6432000000000001,0.6432000000000001,0.0
classification,standard_easy,ptest_mc,ptest_mc__307d6fc3284c28e2,25,25,1,25.0,25.0,0.0,0.0,8.0,0.0,8.0,0.0,17.0,17.0,0.0,1.0,0.0,0.0,0.32,0.0,0.32,0.0,0.68,0.68,0.0
classification,standard_easy,cit,cit__bc8d0ddbb26c15b5,25,25,1,25.0,25.0,0.0,0.0,6.96,0.0,6.96,0.0,18.04,18.04,0.0,1.0,0.0,0.0,0.27840000000000004,0.0,0.27840000000000004,0.0,0.7216,0.7216,0.0
classification,standard_easy,pi,pi__6e89acc5e72da5a8,25,25,1,25.0,25.0,0.0,0.0,6.96,0.0,6.96,0.0,18.04,18.04,0.0,1.0,0.0,0.0,0.2784,0.0,0.2784,0.0,0.7216,0.7216,0.0
classification,standard_easy,cpi,cpi__6e89acc5e72da5a8,25,25,1,25.0,25.0,0.0,0.0,6.16,0.0,6.16,0.0,18.84,18.84,0.0,1.0,0.0,0.0,0.2464,0.0,0.2464,0.0,0.7536,0.7536,0.0
classification,standard_easy,r_ctree,r_ctree__b6e09ceb0eb26367,25,25,1,25.0,25.0,0.0,0.0,1.24,0.0,1.24,0.0,23.76,23.76,0.0,1.0,0.0,0.0,0.0496,0.0,0.0496,0.0,0.9503999999999999,0.9503999999999999,0.0
classification,standard_easy,boruta,boruta__7f986516a1727870,50,25,1,50.0,50.0,0.0,0.0,10.0,0.0,10.0,0.0,40.0,40.0,0.0,1.0,0.0,0.0,0.2,0.0,0.2,0.0,0.8,0.8,0.0
classification,standard_easy,cif,cif__4ee6725d43ec8e5a,50,25,1,50.0,50.0,0.0,0.0,10.0,0.0,10.0,0.0,40.0,40.0,0.0,1.0,0.0,0.0,0.2,0.0,0.2,0.0,0.8,0.8,0.0
classification,standard_easy,et,et__f5580a1865f967c8,50,25,1,50.0,50.0,0.0,0.0,10.0,0.0,10.0,0.0,40.0,40.0,0.0,1.0,0.0,0.0,0.2,0.0,0.2,0.0,0.8,0.8,0.0
classification,standard_easy,r_cforest,r_cforest__37be32340835a93b,50,25,1,50.0,50.0,0.0,0.0,10.0,0.0,10.0,0.0,40.0,40.0,0.0,1.0,0.0,0.0,0.2,0.0,0.2,0.0,0.8,0.8,0.0
classification,standard_easy,rf,rf__27caa3a0a3b84fd9,50,25,1,50.0,50.0,0.0,0.0,10.0,0.0,10.0,0.0,40.0,40.0,0.0,1.0,0.0,0.0,0.2,0.0,0.2,0.0,0.8,0.8,0.0
classification,standard_easy,rfe,rfe__99914b932bd37a50,50,25,1,50.0,50.0,0.0,0.0,10.0,0.0,10.0,0.0,40.0,40.0,0.0,1.0,0.0,0.0,0.2,0.0,0.2,0.0,0.8,0.8,0.0
classification,standard_easy,cit,cit__bc8d0ddbb26c15b5,50,25,1,50.0,50.0,0.0,0.0,9.96,0.0,9.96,0.0,40.04,40.04,0.0,1.0,0.0,0.0,0.19920000000000002,0.0,0.19920000000000002,0.0,0.8008,0.8008,0.0
classification,standard_easy,xgb,xgb__1c62fadfc5e2988f,50,25,1,50.0,50.0,0.0,0.0,9.76,0.0,9.76,0.0,40.24,40.24,0.0,1.0,0.0,0.0,0.19519999999999998,0.0,0.19519999999999998,0.0,0.8048000000000001,0.8048000000000001,0.0
classification,standard_easy,lgbm,lgbm__71ba9ba402678146,50,25,1,50.0,50.0,0.0,0.0,9.72,0.0,9.72,0.0,40.28,40.28,0.0,1.0,0.0,0.0,0.19440000000000002,0.0,0.19440000000000002,0.0,0.8056,0.8056,0.0
classification,standard_easy,cat,cat__024a0842d4337711,50,25,1,50.0,50.0,0.0,0.0,9.68,0.0,9.68,0.0,40.32,40.32,0.0,1.0,0.0,0.0,0.1936,0.0,0.1936,0.0,0.8064,0.8064,0.0
classification,standard_easy,ptest_rdc,ptest_rdc__307d6fc3284c28e2,50,25,1,50.0,50.0,0.0,0.0,9.44,0.0,9.44,0.0,40.56,40.56,0.0,1.0,0.0,0.0,0.1888,0.0,0.1888,0.0,0.8112,0.8112,0.0
classification,standard_easy,pi,pi__6e89acc5e72da5a8,50,25,1,50.0,50.0,0.0,0.0,8.44,0.0,8.44,0.0,41.56,41.56,0.0,1.0,0.0,0.0,0.16880000000000003,0.0,0.16880000000000003,0.0,0.8312,0.8312,0.0
classification,standard_easy,ptest_mc,ptest_mc__307d6fc3284c28e2,50,25,1,50.0,50.0,0.0,0.0,8.36,0.0,8.36,0.0,41.64,41.64,0.0,1.0,0.0,0.0,0.1672,0.0,0.1672,0.0,0.8328,0.8328,0.0
classification,standard_easy,cpi,cpi__6e89acc5e72da5a8,50,25,1,50.0,50.0,0.0,0.0,7.8,0.0,7.8,0.0,42.2,42.2,0.0,1.0,0.0,0.0,0.156,0.0,0.156,0.0,0.8439999999999999,0.8439999999999999,0.0
classification,standard_easy,r_ctree,r_ctree__b6e09ceb0eb26367,50,25,1,50.0,50.0,0.0,0.0,3.2,0.0,3.2,0.0,46.8,46.8,0.0,1.0,0.0,0.0,0.064,0.0,0.064,0.0,0.9359999999999999,0.9359999999999999,0.0
classification,standard_easy,boruta,boruta__7f986516a1727870,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,standard_easy,cat,cat__024a0842d4337711,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,standard_easy,cif,cif__4ee6725d43ec8e5a,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,standard_easy,cit,cit__bc8d0ddbb26c15b5,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,standard_easy,cpi,cpi__6e89acc5e72da5a8,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,standard_easy,et,et__f5580a1865f967c8,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,standard_easy,lgbm,lgbm__71ba9ba402678146,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,standard_easy,pi,pi__6e89acc5e72da5a8,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,standard_easy,ptest_mc,ptest_mc__307d6fc3284c28e2,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,standard_easy,ptest_rdc,ptest_rdc__307d6fc3284c28e2,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,standard_easy,r_cforest,r_cforest__37be32340835a93b,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,standard_easy,r_ctree,r_ctree__b6e09ceb0eb26367,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,standard_easy,rf,rf__27caa3a0a3b84fd9,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,standard_easy,rfe,rfe__99914b932bd37a50,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,standard_easy,xgb,xgb__1c62fadfc5e2988f,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
classification,standard_hard,ptest_mc,ptest_mc__307d6fc3284c28e2,1,25,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
classification,standard_hard,rfe,rfe__99914b932bd37a50,1,25,1,1.0,1.0,0.0,0.0,0.96,0.0,0.96,0.0,0.04,0.04,0.0,1.0,0.0,0.0,0.96,0.0,0.96,0.0,0.04,0.04,0.0
classification,standard_hard,lgbm,lgbm__71ba9ba402678146,1,25,1,1.0,1.0,0.0,0.0,0.88,0.0,0.88,0.0,0.12,0.12,0.0,1.0,0.0,0.0,0.88,0.0,0.88,0.0,0.12,0.12,0.0
classification,standard_hard,xgb,xgb__1c62fadfc5e2988f,1,25,1,1.0,1.0,0.0,0.0,0.84,0.0,0.84,0.0,0.16,0.16,0.0,1.0,0.0,0.0,0.84,0.0,0.84,0.0,0.16,0.16,0.0
classification,standard_hard,et,et__f5580a1865f967c8,1,25,1,1.0,1.0,0.0,0.0,0.8,0.0,0.8,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.8,0.0,0.8,0.0,0.2,0.2,0.0
classification,standard_hard,cat,cat__024a0842d4337711,1,25,1,1.0,1.0,0.0,0.0,0.76,0.0,0.76,0.0,0.24,0.24,0.0,1.0,0.0,0.0,0.76,0.0,0.76,0.0,0.24,0.24,0.0
classification,standard_hard,cit,cit__bc8d0ddbb26c15b5,1,25,1,1.0,1.0,0.0,0.0,0.76,0.0,0.76,0.0,0.24,0.24,0.0,1.0,0.0,0.0,0.76,0.0,0.76,0.0,0.24,0.24,0.0
classification,standard_hard,ptest_rdc,ptest_rdc__307d6fc3284c28e2,1,25,1,1.0,1.0,0.0,0.0,0.56,0.0,0.56,0.0,0.44,0.44,0.0,1.0,0.0,0.0,0.56,0.0,0.56,0.0,0.44,0.44,0.0
classification,standard_hard,rf,rf__27caa3a0a3b84fd9,1,25,1,1.0,1.0,0.0,0.0,0.48,0.0,0.48,0.0,0.52,0.52,0.0,1.0,0.0,0.0,0.48,0.0,0.48,0.0,0.52,0.52,0.0
classification,standard_hard,boruta,boruta__7f986516a1727870,1,25,1,1.0,1.0,0.0,0.0,0.44,0.0,0.44,0.0,0.56,0.56,0.0,1.0,0.0,0.0,0.44,0.0,0.44,0.0,0.56,0.56,0.0
classification,standard_hard,cif,cif__4ee6725d43ec8e5a,1,25,1,1.0,1.0,0.0,0.0,0.24,0.0,0.24,0.0,0.76,0.76,0.0,1.0,0.0,0.0,0.24,0.0,0.24,0.0,0.76,0.76,0.0
classification,standard_hard,cpi,cpi__6e89acc5e72da5a8,1,25,1,1.0,1.0,0.0,0.0,0.04,0.0,0.04,0.0,0.96,0.96,0.0,1.0,0.0,0.0,0.04,0.0,0.04,0.0,0.96,0.96,0.0
classification,standard_hard,pi,pi__6e89acc5e72da5a8,1,25,1,1.0,1.0,0.0,0.0,0.04,0.0,0.04,0.0,0.96,0.96,0.0,1.0,0.0,0.0,0.04,0.0,0.04,0.0,0.96,0.96,0.0
classification,standard_hard,r_cforest,r_cforest__37be32340835a93b,1,25,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
classification,standard_hard,r_ctree,r_ctree__b6e09ceb0eb26367,1,25,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
classification,standard_hard,ptest_mc,ptest_mc__307d6fc3284c28e2,2,25,1,2.0,2.0,0.0,0.0,1.4,0.0,1.4,0.0,0.6,0.6,0.0,1.0,0.0,0.0,0.7,0.0,0.7,0.0,0.3,0.3,0.0
classification,standard_hard,lgbm,lgbm__71ba9ba402678146,2,25,1,2.0,2.0,0.0,0.0,1.36,0.0,1.36,0.0,0.64,0.64,0.0,1.0,0.0,0.0,0.68,0.0,0.68,0.0,0.32,0.32,0.0
classification,standard_hard,xgb,xgb__1c62fadfc5e2988f,2,25,1,2.0,2.0,0.0,0.0,1.36,0.0,1.36,0.0,0.64,0.64,0.0,1.0,0.0,0.0,0.68,0.0,0.68,0.0,0.32,0.32,0.0
classification,standard_hard,rfe,rfe__99914b932bd37a50,2,25,1,2.0,2.0,0.0,0.0,1.24,0.0,1.24,0.0,0.76,0.76,0.0,1.0,0.0,0.0,0.62,0.0,0.62,0.0,0.38,0.38,0.0
classification,standard_hard,cat,cat__024a0842d4337711,2,25,1,2.0,2.0,0.0,0.0,1.16,0.0,1.16,0.0,0.84,0.84,0.0,1.0,0.0,0.0,0.58,0.0,0.58,0.0,0.42,0.42,0.0
classification,standard_hard,cit,cit__bc8d0ddbb26c15b5,2,25,1,2.0,2.0,0.0,0.0,1.12,0.0,1.12,0.0,0.88,0.88,0.0,1.0,0.0,0.0,0.56,0.0,0.56,0.0,0.44,0.44,0.0
classification,standard_hard,et,et__f5580a1865f967c8,2,25,1,2.0,2.0,0.0,0.0,0.96,0.0,0.96,0.0,1.04,1.04,0.0,1.0,0.0,0.0,0.48,0.0,0.48,0.0,0.52,0.52,0.0
classification,standard_hard,ptest_rdc,ptest_rdc__307d6fc3284c28e2,2,25,1,2.0,2.0,0.0,0.0,0.96,0.0,0.96,0.0,1.04,1.04,0.0,1.0,0.0,0.0,0.48,0.0,0.48,0.0,0.52,0.52,0.0
classification,standard_hard,boruta,boruta__7f986516a1727870,2,25,1,2.0,2.0,0.0,0.0,0.8,0.0,0.8,0.0,1.2,1.2,0.0,1.0,0.0,0.0,0.4,0.0,0.4,0.0,0.6,0.6,0.0
classification,standard_hard,rf,rf__27caa3a0a3b84fd9,2,25,1,2.0,2.0,0.0,0.0,0.68,0.0,0.68,0.0,1.32,1.32,0.0,1.0,0.0,0.0,0.34,0.0,0.34,0.0,0.66,0.66,0.0
classification,standard_hard,cif,cif__4ee6725d43ec8e5a,2,25,1,2.0,2.0,0.0,0.0,0.44,0.0,0.44,0.0,1.56,1.56,0.0,1.0,0.0,0.0,0.22,0.0,0.22,0.0,0.78,0.78,0.0
classification,standard_hard,pi,pi__6e89acc5e72da5a8,2,25,1,2.0,2.0,0.0,0.0,0.16,0.0,0.16,0.0,1.84,1.84,0.0,1.0,0.0,0.0,0.08,0.0,0.08,0.0,0.92,0.92,0.0
classification,standard_hard,cpi,cpi__6e89acc5e72da5a8,2,25,1,2.0,2.0,0.0,0.0,0.04,0.0,0.04,0.0,1.96,1.96,0.0,1.0,0.0,0.0,0.02,0.0,0.02,0.0,0.98,0.98,0.0
classification,standard_hard,r_cforest,r_cforest__37be32340835a93b,2,25,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
classification,standard_hard,r_ctree,r_ctree__b6e09ceb0eb26367,2,25,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
classification,standard_hard,xgb,xgb__1c62fadfc5e2988f,5,25,1,5.0,5.0,0.0,0.0,2.32,0.0,2.32,0.0,2.68,2.68,0.0,1.0,0.0,0.0,0.46399999999999997,0.0,0.46399999999999997,0.0,0.536,0.536,0.0
classification,standard_hard,lgbm,lgbm__71ba9ba402678146,5,25,1,5.0,5.0,0.0,0.0,1.96,0.0,1.96,0.0,3.04,3.04,0.0,1.0,0.0,0.0,0.392,0.0,0.392,0.0,0.608,0.608,0.0
classification,standard_hard,ptest_mc,ptest_mc__307d6fc3284c28e2,5,25,1,5.0,5.0,0.0,0.0,1.8,0.0,1.8,0.0,3.2,3.2,0.0,1.0,0.0,0.0,0.36,0.0,0.36,0.0,0.64,0.64,0.0
classification,standard_hard,rfe,rfe__99914b932bd37a50,5,25,1,5.0,5.0,0.0,0.0,1.52,0.0,1.52,0.0,3.48,3.48,0.0,1.0,0.0,0.0,0.30400000000000005,0.0,0.30400000000000005,0.0,0.696,0.696,0.0
classification,standard_hard,cat,cat__024a0842d4337711,5,25,1,5.0,5.0,0.0,0.0,1.44,0.0,1.44,0.0,3.56,3.56,0.0,1.0,0.0,0.0,0.28800000000000003,0.0,0.28800000000000003,0.0,0.7120000000000001,0.7120000000000001,0.0
classification,standard_hard,boruta,boruta__7f986516a1727870,5,25,1,5.0,5.0,0.0,0.0,1.4,0.0,1.4,0.0,3.6,3.6,0.0,1.0,0.0,0.0,0.28,0.0,0.28,0.0,0.72,0.72,0.0
classification,standard_hard,et,et__f5580a1865f967c8,5,25,1,5.0,5.0,0.0,0.0,1.24,0.0,1.24,0.0,3.76,3.76,0.0,1.0,0.0,0.0,0.248,0.0,0.248,0.0,0.752,0.752,0.0
classification,standard_hard,cit,cit__bc8d0ddbb26c15b5,5,25,1,5.0,5.0,0.0,0.0,1.2,0.0,1.2,0.0,3.8,3.8,0.0,1.0,0.0,0.0,0.24,0.0,0.24,0.0,0.76,0.76,0.0
classification,standard_hard,ptest_rdc,ptest_rdc__307d6fc3284c28e2,5,25,1,5.0,5.0,0.0,0.0,1.12,0.0,1.12,0.0,3.88,3.88,0.0,1.0,0.0,0.0,0.22400000000000003,0.0,0.22400000000000003,0.0,0.7760000000000001,0.7760000000000001,0.0
classification,standard_hard,rf,rf__27caa3a0a3b84fd9,5,25,1,5.0,5.0,0.0,0.0,0.88,0.0,0.88,0.0,4.12,4.12,0.0,1.0,0.0,0.0,0.17600000000000002,0.0,0.17600000000000002,0.0,0.8240000000000001,0.8240000000000001,0.0
classification,standard_hard,cif,cif__4ee6725d43ec8e5a,5,25,1,5.0,5.0,0.0,0.0,0.44,0.0,0.44,0.0,4.56,4.56,0.0,1.0,0.0,0.0,0.08800000000000001,0.0,0.08800000000000001,0.0,0.912,0.912,0.0
classification,standard_hard,pi,pi__6e89acc5e72da5a8,5,25,1,5.0,5.0,0.0,0.0,0.16,0.0,0.16,0.0,4.84,4.84,0.0,1.0,0.0,0.0,0.032,0.0,0.032,0.0,0.968,0.968,0.0
classification,standard_hard,cpi,cpi__6e89acc5e72da5a8,5,25,1,5.0,5.0,0.0,0.0,0.12,0.0,0.12,0.0,4.88,4.88,0.0,1.0,0.0,0.0,0.024000000000000004,0.0,0.024000000000000004,0.0,0.976,0.976,0.0
classification,standard_hard,r_cforest,r_cforest__37be32340835a93b,5,25,1,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
classification,standard_hard,r_ctree,r_ctree__b6e09ceb0eb26367,5,25,1,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
classification,standard_hard,xgb,xgb__1c62fadfc5e2988f,10,25,1,10.0,10.0,0.0,0.0,2.64,0.0,2.64,0.0,7.36,7.36,0.0,1.0,0.0,0.0,0.264,0.0,0.264,0.0,0.736,0.736,0.0
classification,standard_hard,lgbm,lgbm__71ba9ba402678146,10,25,1,10.0,10.0,0.0,0.0,2.36,0.0,2.36,0.0,7.64,7.64,0.0,1.0,0.0,0.0,0.23600000000000002,0.0,0.23600000000000002,0.0,0.764,0.764,0.0
