task,dataset_type,method_base,method_id,n_rankings,n_datasets,mean_informative_share_over_standard_k,mean_signal_or_redundant_share_over_standard_k,mean_pure_noise_share_over_standard_k,mean_correlated_noise_share_over_standard_k,mean_missing_share_over_standard_k,mean_dataset_size_cap_share_over_standard_k,informative_share_k5,signal_or_redundant_share_k5,pure_noise_share_k5,correlated_noise_share_k5,informative_share_k100,signal_or_redundant_share_k100,pure_noise_share_k100,correlated_noise_share_k100,informative_share_delta_k100_minus_k5,signal_or_redundant_share_delta_k100_minus_k5,pure_noise_share_delta_k100_minus_k5,correlated_noise_share_delta_k100_minus_k5,mean_informative_share_rank,mean_pure_noise_share_rank
classification,toeplitz,r_ctree,r_ctree__b6e09ceb0eb26367,125,1,0.11792,0.11792,0.8820800000000001,0.0,0.0,0.0,0.17600000000000002,0.17600000000000002,0.8240000000000001,0.0,0.1,0.1,0.9,0.0,-0.07600000000000001,-0.07600000000000001,0.07599999999999996,0.0,14.0,14.0
classification,toeplitz,rf,rf__27caa3a0a3b84fd9,125,1,0.5288,0.5288,0.4712,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,3.0,3.0
classification,toeplitz,rfe,rfe__99914b932bd37a50,125,1,0.49360000000000004,0.49360000000000004,0.5064000000000001,0.0,0.0,0.0,0.8959999999999999,0.8959999999999999,0.10400000000000001,0.0,0.1,0.1,0.9,0.0,-0.7959999999999999,-0.7959999999999999,0.796,0.0,6.0,6.0
classification,toeplitz,xgb,xgb__1c62fadfc5e2988f,125,1,0.38351999999999997,0.38351999999999997,0.61648,0.0,0.0,0.0,0.8160000000000001,0.8160000000000001,0.18400000000000002,0.0,0.1,0.1,0.9,0.0,-0.7160000000000001,-0.7160000000000001,0.716,0.0,11.0,11.0
classification,weak_signal,boruta,boruta__7f986516a1727870,125,1,0.35664,0.35664,0.64336,0.0,0.0,0.0,0.6960000000000001,0.6960000000000001,0.30400000000000005,0.0,0.1,0.1,0.9,0.0,-0.5960000000000001,-0.5960000000000001,0.596,0.0,7.0,7.0
classification,weak_signal,cat,cat__024a0842d4337711,125,1,0.48768,0.48768,0.51232,0.0,0.0,0.0,0.9840000000000001,0.9840000000000001,0.016,0.0,0.1,0.1,0.9,0.0,-0.8840000000000001,-0.8840000000000001,0.884,0.0,1.0,1.0
classification,weak_signal,cif,cif__4ee6725d43ec8e5a,125,1,0.20032,0.20032,0.79968,0.0,0.0,0.0,0.30400000000000005,0.30400000000000005,0.696,0.0,0.1,0.1,0.9,0.0,-0.20400000000000004,-0.20400000000000004,0.20400000000000007,0.0,11.0,11.0
classification,weak_signal,cit,cit__bc8d0ddbb26c15b5,125,1,0.132,0.132,0.868,0.0,0.0,0.0,0.2,0.2,0.8,0.0,0.1,0.1,0.9,0.0,-0.1,-0.1,0.09999999999999998,0.0,13.0,13.0
classification,weak_signal,cpi,cpi__6e89acc5e72da5a8,125,1,0.21984,0.21984,0.78016,0.0,0.0,0.0,0.384,0.384,0.616,0.0,0.1,0.1,0.9,0.0,-0.28400000000000003,-0.28400000000000003,0.28400000000000003,0.0,10.0,10.0
classification,weak_signal,et,et__f5580a1865f967c8,125,1,0.41872000000000004,0.41872000000000004,0.58128,0.0,0.0,0.0,0.848,0.848,0.15200000000000002,0.0,0.1,0.1,0.9,0.0,-0.748,-0.748,0.748,0.0,5.0,5.0
classification,weak_signal,lgbm,lgbm__71ba9ba402678146,125,1,0.47904,0.47904,0.5209600000000001,0.0,0.0,0.0,0.9840000000000001,0.9840000000000001,0.016,0.0,0.1,0.1,0.9,0.0,-0.8840000000000001,-0.8840000000000001,0.884,0.0,2.5,2.5
classification,weak_signal,pi,pi__6e89acc5e72da5a8,125,1,0.22816,0.22816,0.7718400000000001,0.0,0.0,0.0,0.4,0.4,0.6,0.0,0.1,0.1,0.9,0.0,-0.30000000000000004,-0.30000000000000004,0.30000000000000004,0.0,9.0,9.0
classification,weak_signal,ptest_mc,ptest_mc__307d6fc3284c28e2,125,1,0.07984000000000001,0.07984000000000001,0.92016,0.0,0.0,0.0,0.05600000000000001,0.05600000000000001,0.9440000000000001,0.0,0.1,0.1,0.9,0.0,0.044,0.044,-0.04400000000000004,0.0,14.0,14.0
classification,weak_signal,ptest_rdc,ptest_rdc__307d6fc3284c28e2,125,1,0.23120000000000002,0.23120000000000002,0.7687999999999999,0.0,0.0,0.0,0.41600000000000004,0.41600000000000004,0.584,0.0,0.1,0.1,0.9,0.0,-0.31600000000000006,-0.31600000000000006,0.31600000000000006,0.0,8.0,8.0
classification,weak_signal,r_cforest,r_cforest__37be32340835a93b,125,1,0.19904,0.19904,0.80096,0.0,0.0,0.0,0.32,0.32,0.68,0.0,0.1,0.1,0.9,0.0,-0.22,-0.22,0.21999999999999997,0.0,12.0,12.0
classification,weak_signal,r_ctree,r_ctree__b6e09ceb0eb26367,125,1,0.0792,0.0792,0.9208,0.0,0.0,0.0,0.08,0.08,0.92,0.0,0.1,0.1,0.9,0.0,0.020000000000000004,0.020000000000000004,-0.020000000000000018,0.0,15.0,15.0
classification,weak_signal,rf,rf__27caa3a0a3b84fd9,125,1,0.37312,0.37312,0.62688,0.0,0.0,0.0,0.72,0.72,0.28,0.0,0.1,0.1,0.9,0.0,-0.62,-0.62,0.62,0.0,6.0,6.0
classification,weak_signal,rfe,rfe__99914b932bd37a50,125,1,0.45376,0.45376,0.5462400000000001,0.0,0.0,0.0,0.84,0.84,0.16,0.0,0.1,0.1,0.9,0.0,-0.74,-0.74,0.74,0.0,4.0,4.0
classification,weak_signal,xgb,xgb__1c62fadfc5e2988f,125,1,0.47904,0.47904,0.5209600000000001,0.0,0.0,0.0,0.968,0.968,0.032,0.0,0.1,0.1,0.9,0.0,-0.868,-0.868,0.868,0.0,2.5,2.5
regression,confounder,boruta,boruta__7f986516a1727870,125,1,0.36048,0.36048,0.26304,0.37648000000000004,0.0,0.0,0.8,0.8,0.05600000000000001,0.14400000000000002,0.0992,0.0992,0.708,0.1928,-0.7008000000000001,-0.7008000000000001,0.6519999999999999,0.04879999999999998,9.0,13.0
regression,confounder,cat,cat__024a0842d4337711,125,1,0.41664,0.41664,0.23439999999999997,0.34896000000000005,0.0,0.0,0.8640000000000001,0.8640000000000001,0.0,0.136,0.1,0.1,0.7008,0.19920000000000002,-0.7640000000000001,-0.7640000000000001,0.7008,0.0632,3.0,2.0
regression,confounder,cif,cif__f996d20e25e412cc,125,1,0.33088,0.33088,0.24344,0.42568,0.0,0.0,0.624,0.624,0.0,0.376,0.09759999999999999,0.09759999999999999,0.7092,0.1932,-0.5264,-0.5264,0.7092,-0.1828,11.0,6.0
regression,confounder,cit,cit__2cd925b5323e9208,125,1,0.40424,0.40424,0.26744,0.32832,0.0,0.0,0.92,0.92,0.008,0.07200000000000001,0.08040000000000001,0.08040000000000001,0.7195999999999999,0.2,-0.8396,-0.8396,0.7115999999999999,0.128,5.0,14.0
regression,confounder,cpi,cpi__6e89acc5e72da5a8,125,1,0.3788,0.3788,0.38712,0.23408,0.0,0.0,0.8560000000000001,0.8560000000000001,0.008,0.136,0.0956,0.0956,0.7404,0.16400000000000003,-0.7604000000000001,-0.7604000000000001,0.7323999999999999,0.028000000000000025,7.0,15.0
regression,confounder,et,et__f09eb85fc7f75870,125,1,0.36751999999999996,0.36751999999999996,0.24592,0.38656,0.0,0.0,0.784,0.784,0.0,0.21600000000000003,0.09759999999999999,0.09759999999999999,0.7088,0.1936,-0.6864,-0.6864,0.7088,-0.02240000000000003,8.0,7.0
regression,confounder,lgbm,lgbm__71ba9ba402678146,125,1,0.45808,0.45808,0.23239999999999997,0.30951999999999996,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.7019999999999998,0.198,-0.9,-0.9,0.7019999999999998,0.198,1.0,1.0
regression,confounder,pi,pi__6e89acc5e72da5a8,125,1,0.40584000000000003,0.40584000000000003,0.25248,0.34168,0.0,0.0,0.8640000000000001,0.8640000000000001,0.0,0.136,0.09720000000000001,0.09720000000000001,0.7120000000000001,0.19080000000000003,-0.7668000000000001,-0.7668000000000001,0.7120000000000001,0.054800000000000015,4.0,12.0
regression,confounder,ptest_dc,ptest_dc__307d6fc3284c28e2,125,1,0.31951999999999997,0.31951999999999997,0.2376,0.44288,0.0,0.0,0.592,0.592,0.0,0.40800000000000003,0.0992,0.0992,0.7008,0.2,-0.49279999999999996,-0.49279999999999996,0.7008,-0.20800000000000002,14.0,3.0
regression,confounder,ptest_pc,ptest_pc__307d6fc3284c28e2,125,1,0.31992000000000004,0.31992000000000004,0.24064,0.43944,0.0,0.0,0.6,0.6,0.0,0.4,0.098,0.098,0.7064,0.19560000000000002,-0.502,-0.502,0.7064,-0.2044,13.0,5.0
regression,confounder,ptest_rdc,ptest_rdc__307d6fc3284c28e2,125,1,0.32088,0.32088,0.23823999999999998,0.44088,0.0,0.0,0.6,0.6,0.0,0.4,0.09880000000000001,0.09880000000000001,0.7023999999999999,0.19880000000000003,-0.5012,-0.5012,0.7023999999999999,-0.2012,12.0,4.0
regression,confounder,r_cforest,r_cforest__37be32340835a93b,125,1,0.31536000000000003,0.31536000000000003,0.24688,0.43776,0.0,0.0,0.5760000000000001,0.5760000000000001,0.0,0.424,0.096,0.096,0.7095999999999999,0.19440000000000002,-0.4800000000000001,-0.4800000000000001,0.7095999999999999,-0.22959999999999997,15.0,8.0
regression,confounder,r_ctree,r_ctree__b6e09ceb0eb26367,125,1,0.04424,0.04424,0.79632,0.15944,0.0,0.0,0.008,0.008,0.9520000000000001,0.04,0.0828,0.0828,0.8128,0.10439999999999999,0.0748,0.0748,-0.1392000000000001,0.06439999999999999,16.0,16.0
regression,confounder,rf,rf__aed17443e3db937d,125,1,0.38208,0.38208,0.25016,0.36776,0.0,0.0,0.8160000000000001,0.8160000000000001,0.0,0.18400000000000002,0.0968,0.0968,0.7116,0.1916,-0.7192000000000001,-0.7192000000000001,0.7116,0.007599999999999968,6.0,10.0
regression,confounder,rfe,rfe__99914b932bd37a50,125,1,0.35919999999999996,0.35919999999999996,0.24896000000000001,0.39184,0.0,0.0,0.7040000000000001,0.7040000000000001,0.0,0.29600000000000004,0.0968,0.0968,0.708,0.19519999999999998,-0.6072000000000001,-0.6072000000000001,0.708,-0.10080000000000006,10.0,9.0
regression,confounder,xgb,xgb__1c62fadfc5e2988f,125,1,0.43416,0.43416,0.25079999999999997,0.31504000000000004,0.0,0.0,0.9359999999999999,0.9359999999999999,0.0,0.064,0.098,0.098,0.7108,0.1912,-0.838,-0.838,0.7108,0.1272,2.0,11.0
regression,friedman,boruta,boruta__7f986516a1727870,125,1,0.30119999999999997,0.30119999999999997,0.6988,0.0,0.0,0.0,0.6559999999999999,0.6559999999999999,0.344,0.0,0.05,0.05,0.95,0.0,-0.6059999999999999,-0.6059999999999999,0.606,0.0,14.0,14.0
regression,friedman,cat,cat__024a0842d4337711,125,1,0.37,0.37,0.63,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05,0.05,0.95,0.0,-0.95,-0.95,0.95,0.0,4.5,4.5
regression,friedman,cif,cif__f996d20e25e412cc,125,1,0.32184,0.32184,0.67816,0.0,0.0,0.0,0.8320000000000001,0.8320000000000001,0.168,0.0,0.05,0.05,0.95,0.0,-0.782,-0.782,0.7819999999999999,0.0,11.5,11.5
regression,friedman,cit,cit__2cd925b5323e9208,125,1,0.30168,0.30168,0.69832,0.0,0.0,0.0,0.8,0.8,0.2,0.0,0.05,0.05,0.95,0.0,-0.75,-0.75,0.75,0.0,13.0,13.0
regression,friedman,cpi,cpi__6e89acc5e72da5a8,125,1,0.37,0.37,0.63,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05,0.05,0.95,0.0,-0.95,-0.95,0.95,0.0,4.5,4.5
regression,friedman,et,et__f09eb85fc7f75870,125,1,0.37,0.37,0.63,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05,0.05,0.95,0.0,-0.95,-0.95,0.95,0.0,4.5,4.5
regression,friedman,lgbm,lgbm__71ba9ba402678146,125,1,0.37,0.37,0.63,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05,0.05,0.95,0.0,-0.95,-0.95,0.95,0.0,4.5,4.5
regression,friedman,pi,pi__6e89acc5e72da5a8,125,1,0.37,0.37,0.63,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05,0.05,0.95,0.0,-0.95,-0.95,0.95,0.0,4.5,4.5
regression,friedman,ptest_dc,ptest_dc__307d6fc3284c28e2,125,1,0.37,0.37,0.63,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05,0.05,0.95,0.0,-0.95,-0.95,0.95,0.0,4.5,4.5
regression,friedman,ptest_pc,ptest_pc__307d6fc3284c28e2,125,1,0.32184,0.32184,0.67816,0.0,0.0,0.0,0.8080000000000002,0.8080000000000002,0.19200000000000003,0.0,0.05,0.05,0.95,0.0,-0.7580000000000001,-0.7580000000000001,0.7579999999999999,0.0,11.5,11.5
regression,friedman,ptest_rdc,ptest_rdc__307d6fc3284c28e2,125,1,0.3668,0.3668,0.6332000000000001,0.0,0.0,0.0,0.9840000000000001,0.9840000000000001,0.016,0.0,0.05,0.05,0.95,0.0,-0.934,-0.934,0.9339999999999999,0.0,9.0,9.0
regression,friedman,r_cforest,r_cforest__37be32340835a93b,125,1,0.36519999999999997,0.36519999999999997,0.6347999999999999,0.0,0.0,0.0,0.976,0.976,0.024000000000000004,0.0,0.05,0.05,0.95,0.0,-0.9259999999999999,-0.9259999999999999,0.9259999999999999,0.0,10.0,10.0
regression,friedman,r_ctree,r_ctree__b6e09ceb0eb26367,125,1,0.02104,0.02104,0.97896,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,0.05,0.95,0.0,0.05,0.05,-0.050000000000000044,0.0,16.0,16.0
regression,friedman,rf,rf__aed17443e3db937d,125,1,0.37,0.37,0.63,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05,0.05,0.95,0.0,-0.95,-0.95,0.95,0.0,4.5,4.5
regression,friedman,rfe,rfe__99914b932bd37a50,125,1,0.24359999999999998,0.24359999999999998,0.7564,0.0,0.0,0.0,0.36800000000000005,0.36800000000000005,0.632,0.0,0.05,0.05,0.95,0.0,-0.31800000000000006,-0.31800000000000006,0.31799999999999995,0.0,15.0,15.0
regression,friedman,xgb,xgb__1c62fadfc5e2988f,125,1,0.37,0.37,0.63,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05,0.05,0.95,0.0,-0.95,-0.95,0.95,0.0,4.5,4.5
regression,heteroscedastic,boruta,boruta__7f986516a1727870,125,1,0.32576,0.32576,0.6742400000000001,0.0,0.0,0.1,0.568,0.568,0.43200000000000005,0.0,0.2,0.2,0.8,0.0,-0.36799999999999994,-0.36799999999999994,0.368,0.0,3.0,3.0
regression,heteroscedastic,cat,cat__024a0842d4337711,125,1,0.30256,0.30256,0.6974400000000001,0.0,0.0,0.1,0.496,0.496,0.504,0.0,0.2,0.2,0.8,0.0,-0.296,-0.296,0.29600000000000004,0.0,10.0,10.0
regression,heteroscedastic,cif,cif__f996d20e25e412cc,125,1,0.31360000000000005,0.31360000000000005,0.6864,0.0,0.0,0.1,0.504,0.504,0.496,0.0,0.2,0.2,0.8,0.0,-0.304,-0.304,0.30400000000000005,0.0,5.0,5.0
regression,heteroscedastic,cit,cit__2cd925b5323e9208,125,1,0.236,0.236,0.764,0.0,0.0,0.1,0.2,0.2,0.8,0.0,0.2,0.2,0.8,0.0,0.0,0.0,0.0,0.0,15.0,15.0
regression,heteroscedastic,cpi,cpi__6e89acc5e72da5a8,125,1,0.25136000000000003,0.25136000000000003,0.74864,0.0,0.0,0.1,0.36,0.36,0.64,0.0,0.2,0.2,0.8,0.0,-0.15999999999999998,-0.15999999999999998,0.16000000000000003,0.0,12.0,12.0
regression,heteroscedastic,et,et__f09eb85fc7f75870,125,1,0.32624000000000003,0.32624000000000003,0.67376,0.0,0.0,0.1,0.536,0.536,0.46399999999999997,0.0,0.2,0.2,0.8,0.0,-0.336,-0.336,0.3360000000000001,0.0,2.0,2.0
regression,heteroscedastic,lgbm,lgbm__71ba9ba402678146,125,1,0.30640000000000006,0.30640000000000006,0.6936,0.0,0.0,0.1,0.47200000000000003,0.47200000000000003,0.528,0.0,0.2,0.2,0.8,0.0,-0.272,-0.272,0.272,0.0,8.0,8.0
regression,heteroscedastic,pi,pi__6e89acc5e72da5a8,125,1,0.24304000000000003,0.24304000000000003,0.7569600000000001,0.0,0.0,0.1,0.336,0.336,0.664,0.0,0.2,0.2,0.8,0.0,-0.136,-0.136,0.136,0.0,13.0,13.0
regression,heteroscedastic,ptest_dc,ptest_dc__307d6fc3284c28e2,125,1,0.31232,0.31232,0.6876800000000001,0.0,0.0,0.1,0.48,0.48,0.52,0.0,0.2,0.2,0.8,0.0,-0.27999999999999997,-0.27999999999999997,0.28,0.0,6.0,6.0
regression,heteroscedastic,ptest_pc,ptest_pc__307d6fc3284c28e2,125,1,0.32672,0.32672,0.67328,0.0,0.0,0.1,0.536,0.536,0.46399999999999997,0.0,0.2,0.2,0.8,0.0,-0.336,-0.336,0.3360000000000001,0.0,1.0,1.0
regression,heteroscedastic,ptest_rdc,ptest_rdc__307d6fc3284c28e2,125,1,0.31007999999999997,0.31007999999999997,0.68992,0.0,0.0,0.1,0.496,0.496,0.504,0.0,0.2,0.2,0.8,0.0,-0.296,-0.296,0.29600000000000004,0.0,7.0,7.0
regression,heteroscedastic,r_cforest,r_cforest__37be32340835a93b,125,1,0.23952,0.23952,0.76048,0.0,0.0,0.1,0.30400000000000005,0.30400000000000005,0.696,0.0,0.2,0.2,0.8,0.0,-0.10400000000000004,-0.10400000000000004,0.10400000000000009,0.0,14.0,14.0
regression,heteroscedastic,r_ctree,r_ctree__b6e09ceb0eb26367,125,1,0.16768,0.16768,0.8323200000000001,0.0,0.0,0.1,0.128,0.128,0.872,0.0,0.2,0.2,0.8,0.0,0.07200000000000001,0.07200000000000001,-0.07199999999999995,0.0,16.0,16.0
regression,heteroscedastic,rf,rf__aed17443e3db937d,125,1,0.3168,0.3168,0.6832,0.0,0.0,0.1,0.536,0.536,0.46399999999999997,0.0,0.2,0.2,0.8,0.0,-0.336,-0.336,0.3360000000000001,0.0,4.0,4.0
regression,heteroscedastic,rfe,rfe__99914b932bd37a50,125,1,0.3048,0.3048,0.6952,0.0,0.0,0.1,0.496,0.496,0.504,0.0,0.2,0.2,0.8,0.0,-0.296,-0.296,0.29600000000000004,0.0,9.0,9.0
regression,heteroscedastic,xgb,xgb__1c62fadfc5e2988f,125,1,0.26944,0.26944,0.7305600000000001,0.0,0.0,0.1,0.392,0.392,0.608,0.0,0.2,0.2,0.8,0.0,-0.192,-0.192,0.19200000000000006,0.0,11.0,11.0
regression,redundant,boruta,boruta__7f986516a1727870,125,1,0.37984,0.78784,0.21216000000000002,0.0,0.0,0.1,0.728,1.0,0.0,0.0,0.2,0.6,0.4,0.0,-0.528,-0.4,0.4,0.0,1.0,11.0
regression,redundant,cat,cat__024a0842d4337711,125,1,0.316,0.79392,0.20608,0.0,0.0,0.1,0.4,1.0,0.0,0.0,0.2,0.6,0.4,0.0,-0.2,-0.4,0.4,0.0,4.0,9.0
regression,redundant,cif,cif__f996d20e25e412cc,125,1,0.32864,0.8355199999999999,0.16448000000000002,0.0,0.0,0.1,0.376,1.0,0.0,0.0,0.2,0.6,0.4,0.0,-0.176,-0.4,0.4,0.0,2.0,2.5
regression,redundant,cit,cit__2cd925b5323e9208,125,1,0.22288,0.72688,0.27312000000000003,0.0,0.0,0.1,0.17600000000000002,0.992,0.008,0.0,0.2,0.6,0.4,0.0,0.023999999999999994,-0.392,0.392,0.0,15.0,15.0
regression,redundant,cpi,cpi__6e89acc5e72da5a8,125,1,0.25744,0.7569600000000001,0.24304000000000003,0.0,0.0,0.1,0.256,1.0,0.0,0.0,0.2,0.6,0.4,0.0,-0.055999999999999994,-0.4,0.4,0.0,14.0,14.0
regression,redundant,et,et__f09eb85fc7f75870,125,1,0.31792000000000004,0.80896,0.19104000000000002,0.0,0.0,0.1,0.4,1.0,0.0,0.0,0.2,0.6,0.4,0.0,-0.2,-0.4,0.4,0.0,3.0,6.0
regression,redundant,lgbm,lgbm__71ba9ba402678146,125,1,0.29856,0.7942400000000001,0.20576000000000003,0.0,0.0,0.1,0.28,1.0,0.0,0.0,0.2,0.6,0.4,0.0,-0.08000000000000002,-0.4,0.4,0.0,7.0,8.0
regression,redundant,pi,pi__6e89acc5e72da5a8,125,1,0.2936,0.79616,0.20384,0.0,0.0,0.1,0.31200000000000006,1.0,0.0,0.0,0.2,0.6,0.4,0.0,-0.11200000000000004,-0.4,0.4,0.0,10.0,7.0
regression,redundant,ptest_dc,ptest_dc__307d6fc3284c28e2,125,1,0.27664,0.83424,0.16576000000000002,0.0,0.0,0.1,0.2,1.0,0.0,0.0,0.2,0.6,0.4,0.0,0.0,-0.4,0.4,0.0,13.0,4.0
regression,redundant,ptest_pc,ptest_pc__307d6fc3284c28e2,125,1,0.27696000000000004,0.8355199999999999,0.16448000000000002,0.0,0.0,0.1,0.2,1.0,0.0,0.0,0.2,0.6,0.4,0.0,0.0,-0.4,0.4,0.0,11.5,2.5
regression,redundant,ptest_rdc,ptest_rdc__307d6fc3284c28e2,125,1,0.27696000000000004,0.83168,0.16832,0.0,0.0,0.1,0.2,1.0,0.0,0.0,0.2,0.6,0.4,0.0,0.0,-0.4,0.4,0.0,11.5,5.0
regression,redundant,r_cforest,r_cforest__37be32340835a93b,125,1,0.29552,0.83936,0.16064,0.0,0.0,0.1,0.23200000000000004,1.0,0.0,0.0,0.2,0.6,0.4,0.0,-0.03200000000000003,-0.4,0.4,0.0,8.0,1.0
regression,redundant,r_ctree,r_ctree__b6e09ceb0eb26367,125,1,0.18416,0.50064,0.49936,0.0,0.0,0.1,0.16,0.264,0.7360000000000001,0.0,0.2,0.6,0.4,0.0,0.04000000000000001,0.33599999999999997,-0.3360000000000001,0.0,16.0,16.0
regression,redundant,rf,rf__aed17443e3db937d,125,1,0.30832,0.7763199999999999,0.22368000000000002,0.0,0.0,0.1,0.344,1.0,0.0,0.0,0.2,0.6,0.4,0.0,-0.14399999999999996,-0.4,0.4,0.0,6.0,13.0
regression,redundant,rfe,rfe__99914b932bd37a50,125,1,0.31248000000000004,0.77888,0.22112,0.0,0.0,0.1,0.35200000000000004,1.0,0.0,0.0,0.2,0.6,0.4,0.0,-0.15200000000000002,-0.4,0.4,0.0,5.0,12.0
regression,redundant,xgb,xgb__1c62fadfc5e2988f,125,1,0.29472000000000004,0.7913600000000001,0.20864000000000002,0.0,0.0,0.1,0.256,1.0,0.0,0.0,0.2,0.6,0.4,0.0,-0.055999999999999994,-0.4,0.4,0.0,9.0,10.0
regression,standard_easy,boruta,boruta__7f986516a1727870,125,1,0.48560000000000003,0.48560000000000003,0.5144,0.0,0.0,0.0,0.92,0.92,0.08,0.0,0.1,0.1,0.9,0.0,-0.8200000000000001,-0.8200000000000001,0.8200000000000001,0.0,13.0,13.0
regression,standard_easy,cat,cat__024a0842d4337711,125,1,0.5152,0.5152,0.4848,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,2.0,2.0
regression,standard_easy,cif,cif__f996d20e25e412cc,125,1,0.49184000000000005,0.49184000000000005,0.5081600000000001,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,11.0,11.0
regression,standard_easy,cit,cit__2cd925b5323e9208,125,1,0.45392,0.45392,0.54608,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,15.0,15.0
regression,standard_easy,cpi,cpi__6e89acc5e72da5a8,125,1,0.49968,0.49968,0.50032,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,6.0,6.0
regression,standard_easy,et,et__f09eb85fc7f75870,125,1,0.50048,0.50048,0.49951999999999996,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,4.0,4.0
regression,standard_easy,lgbm,lgbm__71ba9ba402678146,125,1,0.51952,0.51952,0.48048,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,1.0,1.0
regression,standard_easy,pi,pi__6e89acc5e72da5a8,125,1,0.50176,0.50176,0.49824,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,3.0,3.0
regression,standard_easy,ptest_dc,ptest_dc__307d6fc3284c28e2,125,1,0.49456,0.49456,0.50544,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,9.0,9.0
regression,standard_easy,ptest_pc,ptest_pc__307d6fc3284c28e2,125,1,0.49312,0.49312,0.50688,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,10.0,10.0
regression,standard_easy,ptest_rdc,ptest_rdc__307d6fc3284c28e2,125,1,0.49536,0.49536,0.50464,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,8.0,8.0
regression,standard_easy,r_cforest,r_cforest__37be32340835a93b,125,1,0.48896000000000006,0.48896000000000006,0.51104,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,12.0,12.0
regression,standard_easy,r_ctree,r_ctree__b6e09ceb0eb26367,125,1,0.05904,0.05904,0.94096,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.9,0.0,0.1,0.1,-0.09999999999999998,0.0,16.0,16.0
regression,standard_easy,rf,rf__aed17443e3db937d,125,1,0.49936,0.49936,0.50064,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,7.0,7.0
regression,standard_easy,rfe,rfe__99914b932bd37a50,125,1,0.47616,0.47616,0.5238400000000001,0.0,0.0,0.0,0.872,0.872,0.128,0.0,0.1,0.1,0.9,0.0,-0.772,-0.772,0.772,0.0,14.0,14.0
regression,standard_easy,xgb,xgb__1c62fadfc5e2988f,125,1,0.49984,0.49984,0.50016,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.9,0.0,-0.9,-0.9,0.9,0.0,5.0,5.0
regression,standard_hard,boruta,boruta__7f986516a1727870,125,1,0.31880000000000003,0.31880000000000003,0.6812,0.0,0.0,0.0,0.752,0.752,0.248,0.0,0.05,0.05,0.95,0.0,-0.702,-0.702,0.702,0.0,9.0,9.0
regression,standard_hard,cat,cat__024a0842d4337711,125,1,0.34152,0.34152,0.6584800000000001,0.0,0.0,0.0,0.888,0.888,0.11200000000000002,0.0,0.05,0.05,0.95,0.0,-0.838,-0.838,0.838,0.0,6.0,6.0
regression,standard_hard,cif,cif__f996d20e25e412cc,125,1,0.31432,0.31432,0.68568,0.0,0.0,0.0,0.7759999999999999,0.7759999999999999,0.22400000000000003,0.0,0.0492,0.0492,0.9508,0.0,-0.7267999999999999,-0.7267999999999999,0.7267999999999999,0.0,10.0,10.0
regression,standard_hard,cit,cit__2cd925b5323e9208,125,1,0.222,0.222,0.778,0.0,0.0,0.0,0.6,0.6,0.4,0.0,0.03,0.03,0.97,0.0,-0.57,-0.57,0.57,0.0,13.0,13.0
