1:Date,2:Time,3:Temperature_Comedor_Sensor,4:Temperature_Habitacion_Sensor,5:Weather_Temperature,6:CO2_Comedor_Sensor,7:CO2_Habitacion_Sensor,8:Humedad_Comedor_Sensor,9:Humedad_Habitacion_Sensor,10:Lighting_Comedor_Sensor,11:Lighting_Habitacion_Sensor,12:Precipitacion,13:Meteo_Exterior_Crepusculo,14:Meteo_Exterior_Viento,15:Meteo_Exterior_Sol_Oest,16:Meteo_Exterior_Sol_Est,17:Meteo_Exterior_Sol_Sud,18:Meteo_Exterior_Piranometro,19:Exterior_Entalpic_1,20:Exterior_Entalpic_2,21:Exterior_Entalpic_turbo,22:Temperature_Exterior_Sensor,23:Humedad_Exterior_Sensor,24:Day_Of_Week
26/03/2012,15:15,22.98,22.1587,19.0,275.52,261.643,43.16,46.5947,41.3373,41.8187,0.0,619.2,2.02067,85934.1,8486.91,36196.4,538.859,0,0,0,23.1787,43.2773,1.0
26/03/2012,15:30,23.06,22.208,19.0,259.691,246.571,42.1413,46.84,34.656,33.7307,0.0,619.2,1.63867,84830.9,8107.01,29271.4,495.211,0,0,0,23.0067,42.1413,1.0
26/03/2012,15:45,23.116,22.228,19.0,245.291,242.88,41.68,46.656,31.224,29.2253,0.0,618.859,2.26667,85439.8,7784.45,23110.3,449.131,0,0,0,22.832,42.456,1.0
26/03/2012,16:00,23.144,22.244,19.0,234.549,237.877,41.696,46.6533,20.742,23.08,0.0,618.56,1.964,81403.9,7555.07,18419.7,401.216,0,0,0,22.588,41.8267,1.0
26/03/2012,16:15,23.164,22.26,19.0,228.576,232.981,41.328,46.44,20.742,23.208,0.0,618.048,2.41933,76349.4,7268.35,14827.5,350.421,0,0,0,22.22,42.2773,1.0
26/03/2012,16:30,23.128,22.232,19.0,224.448,226.325,41.4293,46.8533,20.8213,22.6853,0.0,617.92,2.13133,71906.6,7024.64,12212.2,300.203,0,0,0,21.7907,43.2507,1.0
26/03/2012,16:45,23.0787,22.2053,19.0,221.28,223.488,41.7307,46.656,20.6607,23.3227,0.0,617.835,1.78867,66246.0,6687.74,10106.2,247.68,0,0,0,21.468,44.968,1.0
26/03/2012,17:00,23.012,22.164,18.6667,219.349,219.381,42.024,46.5013,20.7427,22.604,0.0,617.237,1.83067,60205.7,6257.66,8651.78,199.072,0,0,0,21.1187,46.1333,1.0
26/03/2012,17:15,22.9307,22.092,18.0,216.96,218.368,42.6827,46.168,20.7407,23.2893,0.0,616.896,1.60133,52256.8,5476.35,7375.87,149.589,0,0,0,20.828,48.7947,1.0
26/03/2012,17:30,22.8653,22.0253,18.0,215.243,216.032,43.6373,46.1893,20.904,22.9467,0.0,616.256,1.742,29179.9,3842.05,5139.46,86.332,0,0,0,20.5747,51.2773,1.0
26/03/2012,17:45,22.772,21.956,18.0,214.656,215.328,44.408,46.6213,20.644,22.6507,0.0,615.339,1.576,4178.94,2035.71,2336.77,30.8147,0,0,0,20.3393,52.7387,1.0
26/03/2012,18:00,22.676,21.864,18.0,214.091,214.837,45.024,47.1093,14.3347,23.4053,0.0,614.464,1.00467,1268.74,229.376,344.064,11.1027,0,0,0,20.1373,53.6,1.0
26/03/2012,18:15,22.5787,21.7613,17.2667,212.981,213.195,45.5813,47.5573,11.3927,15.9807,0.0,613.931,0.887333,0.0,0.0,0.0,0.611333,0,0,0,19.9153,54.4667,1.0
26/03/2012,18:30,22.472,21.6627,17.0,211.787,212.373,46.0133,47.856,11.23,13.1027,0.0,319.44,0.583333,0.0,0.0,0.0,-3.77333,0,0,0,19.6753,55.1467,1.0
26/03/2012,18:45,22.364,21.5773,17.0,212.171,212.661,46.528,48.184,11.1153,12.37,0.0,36.9647,0.199333,0.0,0.0,0.0,-3.708,0,0,0,19.4427,56.2933,1.0
26/03/2012,19:00,22.2427,21.4627,16.3333,211.456,212.928,47.0267,48.352,11.0507,13.0213,0.0,1.97,0.184,0.0,0.0,0.0,-3.708,0,0,0,19.1967,57.2907,1.0
26/03/2012,19:15,22.1413,21.3813,15.0,211.008,212.064,47.4267,48.5867,11.1153,12.94,0.0,0.694,0.129333,0.0,0.0,0.0,-3.96933,0,0,0,18.984,57.8933,1.0
26/03/2012,19:30,22.0387,21.2933,15.0,211.083,211.851,47.7733,48.8213,11.2133,13.216,0.0,0.65,0.334,0.0,0.0,0.0,-3.904,0,0,0,18.76,58.3227,1.0
26/03/2012,19:45,21.9133,21.192,15.0,210.699,212.331,48.0773,49.0267,11.5073,12.858,0.0,0.65,0.194,0.0,0.0,0.0,-3.904,0,0,0,18.5293,58.6213,1.0
26/03/2012,20:00,21.8173,21.1,14.6667,211.424,212.267,48.2827,49.2187,11.524,13.2,0.0,0.65,0.0,0.0,0.0,0.0,-3.57733,0,0,0,18.306,58.9333,1.0
26/03/2012,20:15,21.6947,21.0,14.0,211.104,211.989,48.488,49.296,11.3447,12.7607,0.0,0.65,0.0,0.0,0.0,0.0,-3.708,0,0,0,18.09,59.176,1.0
26/03/2012,20:30,21.5787,20.888,14.0,210.549,212.992,48.5867,49.3947,11.426,13.0213,0.0,0.65,0.0,0.0,0.0,0.0,-3.64267,0,0,0,17.8693,59.576,1.0
26/03/2012,20:45,21.4613,20.8147,14.0,210.827,212.64,48.704,49.4293,11.3447,13.1027,0.0,0.65,0.0,0.0,0.0,0.0,-3.83867,0,0,0,17.66,60.0,1.0
26/03/2012,21:00,21.3533,20.6933,14.0,211.147,212.416,48.7573,49.504,11.524,12.94,0.0,0.65,0.0,0.0,0.0,0.0,-3.64267,0,0,0,17.4333,60.3573,1.0
26/03/2012,21:15,21.2187,20.6093,14.0,211.136,213.867,48.7573,49.4773,11.6053,12.598,0.0,0.65,0.0573333,0.0,0.0,0.0,-3.708,0,0,0,17.248,60.704,1.0
26/03/2012,21:30,21.096,20.504,14.0,212.021,214.176,48.704,49.512,11.5073,11.7987,0.0,0.65,0.0,0.0,0.0,0.0,-3.38133,0,0,0,17.066,61.0267,1.0
26/03/2012,21:45,20.984,20.3693,14.0,212.053,215.403,48.7307,49.5707,11.5073,13.2653,0.0,0.65,0.0,0.0,0.0,0.0,-3.64267,0,0,0,16.888,61.0933,1.0
26/03/2012,22:00,20.8533,20.246,14.0,212.491,214.656,48.6453,49.5333,11.524,12.94,0.0,0.65,0.0,0.0,0.0,0.0,-3.64267,0,0,0,16.7307,61.2533,1.0
26/03/2012,22:15,20.7373,20.138,14.0,212.501,215.083,48.1973,49.3173,11.6053,13.0213,0.0,0.65,0.586,0.0,0.0,0.0,-3.64267,0,0,0,16.5673,61.6613,1.0
26/03/2012,22:30,20.62,20.0253,13.7333,212.843,215.957,47.9867,49.2507,11.6867,12.6787,0.0,0.65,0.609333,0.0,0.0,0.0,-3.316,0,0,0,16.3973,61.8453,1.0
26/03/2012,22:45,20.494,19.8807,12.0,212.416,215.552,48.064,49.3973,11.2467,13.1027,0.0,0.65,0.0746667,0.0,0.0,0.0,-3.38133,0,0,0,16.1967,61.544,1.0
26/03/2012,23:00,20.3633,19.7833,11.8,212.373,215.584,47.9173,49.464,11.6867,13.118,0.0,0.65,0.124,0.0,0.0,0.0,-3.57733,0,0,0,16.0127,61.4533,1.0
26/03/2012,23:15,20.2313,19.6213,11.2667,213.248,215.659,47.7253,49.44,11.622,13.0213,0.0,0.65,0.297333,0.0,0.0,0.0,-3.38133,0,0,0,15.836,61.5387,1.0
26/03/2012,23:30,20.108,19.5153,10.9333,212.469,215.445,47.7307,49.4827,11.4427,13.1027,0.0,0.65,0.163333,0.0,0.0,0.0,-3.512,0,0,0,15.666,61.6053,1.0
26/03/2012,23:45,19.9907,19.4067,10.0667,212.8,214.475,47.5493,49.44,11.6053,13.2153,0.0,0.65,0.255333,0.0,0.0,0.0,-3.316,0,0,0,15.4927,61.7573,1.0
27/03/2012,00:00,19.8553,19.2733,10.0,212.011,213.771,47.5413,49.5173,11.328,13.0213,0.0,0.65,0.0386667,0.0,0.0,0.0,-3.64267,0,0,0,15.3547,61.4907,1.06667
27/03/2012,00:15,19.7413,19.1707,10.0,211.509,212.757,47.1947,49.4213,11.6867,13.1347,0.0,0.65,0.32,0.0,0.0,0.0,-3.25067,0,0,0,15.2013,61.4747,2.0
27/03/2012,00:30,19.62,19.0287,10.0,211.179,213.195,47.0987,49.4533,11.7033,13.3467,0.0,0.65,0.358667,0.0,0.0,0.0,-3.316,0,0,0,15.0387,61.2373,2.0
27/03/2012,00:45,19.4993,18.9067,10.0,210.624,212.117,47.0773,49.48,11.5073,13.2653,0.0,0.65,0.096,0.0,0.0,0.0,-3.316,0,0,0,14.88,61.0773,2.0
27/03/2012,01:00,19.3673,18.8007,9.66667,209.696,212.309,47.104,49.5173,11.4427,12.63,0.0,0.65,0.044,0.0,0.0,0.0,-3.38133,0,0,0,14.7313,60.8747,2.0
27/03/2012,01:15,19.2573,18.686,9.0,210.059,212.587,46.928,49.4907,11.622,14.0453,0.0,0.65,0.0,0.0,0.0,0.0,-3.44667,0,0,0,14.5607,60.8347,2.0
27/03/2012,01:30,19.136,18.56,9.0,209.323,211.808,46.8773,49.4747,11.6053,13.1027,0.0,0.65,0.0,0.0,0.0,0.0,-3.316,0,0,0,14.358,60.96,2.0
27/03/2012,01:45,18.998,18.464,9.0,209.653,212.309,46.8507,49.48,11.524,12.7773,0.0,0.65,0.08,0.0,0.0,0.0,-3.316,0,0,0,14.1847,60.8587,2.0
27/03/2012,02:00,18.8973,18.348,9.0,209.643,212.277,46.744,49.464,11.4427,14.0453,0.0,0.65,0.0,0.0,0.0,0.0,-3.25067,0,0,0,14.0347,60.7147,2.0
27/03/2012,02:15,18.774,18.2227,9.0,209.099,211.253,46.6053,49.4373,11.6867,13.184,0.0,0.65,0.126667,0.0,0.0,0.0,-3.25067,0,0,0,13.91,60.8293,2.0
27/03/2012,02:30,18.656,18.1133,9.0,209.227,211.84,46.6373,49.4107,11.524,12.598,0.0,0.65,0.0853333,0.0,0.0,0.0,-3.38133,0,0,0,13.7967,60.5387,2.0
27/03/2012,02:45,18.5413,17.9967,9.0,208.683,211.733,46.6053,49.4133,11.524,13.72,0.0,0.65,0.262,0.0,0.0,0.0,-3.25067,0,0,0,13.6407,60.496,2.0
27/03/2012,03:00,18.4207,17.8453,9.0,208.779,211.136,46.568,49.4053,11.7033,13.0213,0.0,0.65,0.044,0.0,0.0,0.0,-3.316,0,0,0,13.5033,60.432,2.0
27/03/2012,03:15,18.2967,17.7467,9.0,208.683,211.104,46.528,49.3733,11.7847,13.2653,0.0,0.65,0.21,0.0,0.0,0.0,-3.25067,0,0,0,13.3907,60.3253,2.0
27/03/2012,03:30,18.17,17.6353,8.4,207.968,210.709,46.4827,49.3627,11.6053,13.3467,0.0,0.65,0.121333,0.0,0.0,0.0,-3.12,0,0,0,13.2767,60.216,2.0
27/03/2012,03:45,18.0367,17.504,8.0,209.291,210.976,46.5147,49.3307,11.6867,12.7607,0.0,0.65,0.0953333,0.0,0.0,0.0,-3.12,0,0,0,13.1447,60.192,2.0
27/03/2012,04:00,17.9193,17.41,8.0,208.341,210.699,46.4613,49.3627,11.524,12.11,0.0,0.65,0.119333,0.0,0.0,0.0,-3.12,0,0,0,13.0093,60.2853,2.0
27/03/2012,04:15,17.81,17.3007,8.0,207.755,210.496,46.4587,49.3733,11.5887,12.256,0.0,0.65,0.0,0.0,0.0,0.0,-3.25067,0,0,0,12.8993,60.2587,2.0
27/03/2012,04:30,17.7013,17.188,8.0,208.416,210.816,46.4587,49.3253,11.6053,13.704,0.0,0.65,0.0,0.0,0.0,0.0,-3.18533,0,0,0,12.7953,60.2187,2.0
27/03/2012,04:45,17.596,17.0673,8.0,208.171,210.677,46.4427,49.3147,11.4427,13.7533,0.0,0.65,0.0,0.0,0.0,0.0,-3.316,0,0,0,12.6793,60.2933,2.0
27/03/2012,05:00,17.484,16.9367,8.0,208.075,210.24,46.44,49.3093,11.524,13.3467,0.0,0.65,0.0,0.0,0.0,0.0,-3.316,0,0,0,12.5767,60.232,2.0
27/03/2012,05:15,17.3767,16.8233,7.06667,208.245,210.677,46.408,49.312,11.7033,13.2653,0.0,0.694,0.124,0.0,0.0,0.0,-3.25067,0,0,0,12.4733,60.3627,2.0
27/03/2012,05:30,17.2647,16.7093,7.0,207.765,210.485,46.4107,49.2613,11.524,13.5093,0.0,4.29867,0.636667,0.0,0.0,0.0,-3.12,0,0,0,12.382,60.384,2.0
27/03/2012,05:45,17.1193,16.5627,7.0,208.277,210.304,46.408,49.192,11.866,13.3467,0.0,125.958,1.11333,0.0,0.0,0.0,-3.18533,0,0,0,12.256,60.4213,2.0
27/03/2012,06:00,17.0067,16.4333,7.0,208.267,210.347,46.4213,49.248,11.4427,13.3467,0.0,570.987,0.370667,0.0,243.712,0.0,-0.871333,0,0,0,12.1433,60.3787,2.0
27/03/2012,06:15,16.912,16.3287,7.0,207.541,210.656,46.384,49.24,13.166,22.1213,0.0,611.925,0.168,566.272,3519.49,1283.07,10.764,0,0,0,12.076,60.3547,2.0
27/03/2012,06:30,16.8433,16.28,7.0,209.035,210.773,46.336,49.2,21.0673,24.0907,0.0,612.821,0.330667,3627.01,18266.8,5046.27,39.1587,0,0,0,11.9933,60.4053,2.0
27/03/2012,06:45,16.7447,16.1873,7.0,209.365,211.925,46.3307,49.1067,21.0027,22.308,0.0,613.803,0.672,6279.17,33023.3,9890.47,75.8907,0,0,0,11.96,60.4053,2.0
27/03/2012,07:00,16.6733,16.11,7.0,208.789,212.331,46.2933,49.0293,21.3273,23.44,0.0,615.04,0.544667,8171.52,43730.3,15753.2,117.467,0,0,0,11.9667,60.4347,2.0
27/03/2012,07:15,16.5927,16.0867,7.73333,209.323,211.936,46.2533,48.944,21.0667,24.1067,0.0,616.256,0.044,9741.31,51893.6,22538.2,163.035,0,0,0,12.052,60.5787,2.0
27/03/2012,07:30,16.5613,16.06,8.0,209.397,212.341,46.2213,48.824,21.166,22.5867,0.0,617.408,0.036,11007.3,59110.7,30090.6,212.256,0,0,0,12.1593,60.392,2.0
27/03/2012,07:45,16.55,16.016,8.2,209.173,212.288,46.224,48.6933,21.002,33.5307,0.0,618.603,0.124,12297.6,64539.3,37796.5,262.016,0,0,0,12.408,59.0667,2.0
27/03/2012,08:00,16.5607,16.04,9.26667,209.504,212.555,46.2427,48.5093,21.2127,42.9387,0.0,619.499,0.173333,13538.6,67756.0,44847.1,309.6,0,0,0,12.8507,57.9627,2.0
27/03/2012,08:15,16.618,16.0727,10.0,210.005,212.757,46.2053,48.288,24.926,52.7413,0.0,620.395,0.156,14476.6,70003.4,51839.0,357.76,0,0,0,13.236,57.688,2.0
27/03/2012,08:30,16.694,16.174,10.3333,210.731,211.424,46.1707,47.912,31.3707,65.2667,0.0,621.376,0.0,15386.6,71349.6,58133.2,402.453,0,0,0,13.7007,57.9333,2.0
27/03/2012,08:45,16.7993,16.2767,11.0,211.371,211.819,46.1227,47.6053,36.6213,83.28,0.0,622.187,0.0,16153.9,72127.8,63690.1,444.096,0,0,0,14.1867,57.632,2.0
27/03/2012,09:00,16.9193,16.4527,11.0,211.104,212.992,45.9627,47.3173,41.1933,91.0027,0.0,622.4,0.201333,15830.4,74945.9,69255.2,488.469,0,0,0,14.7087,57.04,2.0
27/03/2012,09:15,17.054,16.63,12.0,211.285,211.019,45.8373,46.9733,41.4,113.429,0.0,622.144,1.43,15222.8,74814.8,74558.1,533.44,0,0,0,15.2087,56.2933,2.0
27/03/2012,09:30,17.2667,16.8487,14.0,211.253,210.965,45.8133,46.688,49.0293,112.56,0.0,622.101,1.87067,14462.3,73203.7,78927.2,575.893,0,0,0,15.7507,55.72,2.0
27/03/2012,09:45,17.46,17.0813,14.5333,211.061,209.824,45.912,46.448,51.7493,113.339,0.0,621.632,2.768,13916.8,69959.7,83279.9,618.304,0,0,0,16.276,54.808,2.0
27/03/2012,10:00,17.72,17.3453,15.0,211.851,209.205,45.84,46.3093,51.5733,112.005,0.0,621.632,2.81933,13559.8,63621.8,87517.9,654.08,0,0,0,16.7673,54.056,2.0
27/03/2012,10:15,17.964,17.5693,16.0667,211.52,208.597,45.8667,46.2187,67.3173,127.979,0.0,621.205,3.116,12806.8,55814.8,91553.8,687.403,0,0,0,17.316,53.2133,2.0
27/03/2012,10:30,18.2267,17.8407,17.0,211.147,208.064,45.9867,46.2133,81.1627,142.411,0.0,621.632,2.97667,12226.6,45910.7,94786.9,718.037,0,0,0,17.756,52.5147,2.0
27/03/2012,10:45,18.4733,18.1027,17.0,210.784,208.619,46.0027,46.1867,81.3413,142.8,0.0,622.357,2.876,11789.7,35015.3,95431.3,743.851,0,0,0,18.1367,52.3467,2.0
27/03/2012,11:00,18.7293,18.3733,17.0,210.283,208.832,46.072,46.1547,81.504,142.304,0.0,622.4,2.76067,11474.3,26529.8,95436.8,767.275,0,0,0,18.4673,52.1333,2.0
27/03/2012,11:15,18.9653,18.682,17.9333,210.891,210.165,46.1627,46.0773,81.3413,141.888,0.0,622.272,3.07933,11179.3,20996.8,95344.0,780.501,0,0,0,18.8313,51.6827,2.0
27/03/2012,11:30,19.2027,18.9627,18.0,211.659,210.592,46.312,46.0773,81.2427,142.48,0.0,621.291,3.48267,11070.1,17737.7,94153.4,794.24,0,0,0,19.212,51.1387,2.0
27/03/2012,11:45,19.442,19.274,18.0,213.195,210.293,46.224,46.0293,81.5013,142.277,0.0,621.163,3.08067,11602.6,15674.0,92220.1,800.768,0,0,0,19.5607,50.5387,2.0
27/03/2012,12:00,19.7413,19.49,18.0,215.723,217.003,45.1573,45.6827,81.1013,142.64,0.0,621.12,3.26533,13250.6,13430.8,90865.7,804.139,0,0,0,19.894,50.4293,2.0
27/03/2012,12:15,20.062,19.756,18.0,215.595,216.992,44.3787,45.576,81.0827,141.653,0.0,621.12,3.304,16318.5,12492.1,89369.3,799.915,0,0,0,20.1793,50.104,2.0
27/03/2012,12:30,20.3,19.978,18.1333,211.883,212.597,44.328,45.496,80.9227,127.931,0.0,621.12,3.31267,21088.9,12484.6,87894.7,795.989,0,0,0,20.4413,49.8267,2.0
27/03/2012,12:45,20.5147,20.1287,19.0,210.912,209.707,44.392,45.8187,81.1013,112.667,0.0,620.907,3.578,27648.0,11679.7,86021.5,788.608,0,0,0,20.62,49.0773,2.0
27/03/2012,13:00,20.6667,20.334,19.0,210.997,210.08,45.1867,46.0427,80.7627,113.749,0.0,620.736,3.32467,36440.7,10922.7,83036.8,778.24,0,0,0,20.824,49.0933,2.0
27/03/2012,13:15,20.82,20.472,18.6,211.349,208.928,45.608,46.1733,80.9227,111.808,0.0,620.608,3.71067,46820.0,10570.8,79167.5,762.581,0,0,0,21.0227,48.3333,2.0
27/03/2012,13:30,21.0107,20.608,18.0667,210.485,208.896,45.304,46.0613,79.6053,112.485,0.0,620.48,3.07667,58373.5,10508.3,74629.1,742.315,0,0,0,21.2227,48.352,2.0
27/03/2012,13:45,21.2133,20.7587,18.0,211.317,209.056,45.36,46.072,52.1973,98.4587,0.0,620.309,2.888,68091.9,10350.6,69877.8,718.848,0,0,0,21.4627,48.1653,2.0
27/03/2012,14:00,21.3787,20.84,18.0,211.168,209.056,45.6267,46.1387,50.9787,83.12,0.0,620.139,2.922,74386.1,10192.9,65003.5,691.541,0,0,0,21.656,48.2507,2.0
27/03/2012,14:15,21.5347,20.9293,18.0,211.339,209.931,45.8133,46.1733,51.0773,82.88,0.0,619.84,2.616,81436.7,10042.4,59908.1,666.88,0,0,0,21.832,48.3573,2.0
27/03/2012,14:30,21.6947,21.056,18.0,211.029,209.675,45.2347,46.1173,51.16,69.04,0.0,619.712,3.39267,84465.0,10013.7,54340.3,636.608,0,0,0,21.9693,47.4987,2.0
27/03/2012,14:45,21.8267,21.1307,18.0,212.117,209.472,45.928,46.3813,43.2587,53.04,0.0,619.541,2.918,84432.2,9820.16,48027.0,598.101,0,0,0,22.0213,47.3893,2.0
27/03/2012,15:00,21.896,21.168,18.0,210.805,209.44,45.1307,46.3227,41.3547,49.7067,0.0,619.2,2.87067,85158.6,9497.6,41514.3,562.517,0,0,0,22.0027,47.7013,2.0
27/03/2012,15:15,21.964,21.192,18.0,211.456,209.6,46.36,46.712,41.4173,42.96,0.0,619.2,2.118,82318.7,8981.5,34665.8,523.115,0,0,0,21.904,48.2053,2.0
27/03/2012,15:30,22.0373,21.2387,18.0,210.315,210.123,45.4453,46.728,31.224,38.8573,0.0,618.645,2.93267,80292.5,8537.09,28120.4,477.504,0,0,0,21.8493,48.144,2.0
27/03/2012,15:45,22.0547,21.264,18.0,210.283,210.56,45.4827,46.8693,27.6433,32.5573,0.0,618.347,2.95333,80546.5,8228.86,22562.8,435.029,0,0,0,21.6547,48.5813,2.0
27/03/2012,16:00,22.0693,21.26,18.0,210.752,210.859,46.144,47.136,20.724,24.308,0.0,617.963,3.04933,76305.7,7870.46,18268.8,390.677,0,0,0,21.3973,49.6133,2.0
27/03/2012,16:15,22.0507,21.2467,18.0,210.805,210.453,46.2293,47.3947,20.8233,23.2427,0.0,617.792,2.37733,73102.7,7490.56,14813.2,345.077,0,0,0,21.0667,50.112,2.0
27/03/2012,16:30,22.012,21.2173,17.8667,211.136,210.528,46.2667,47.5307,20.742,23.2427,0.0,617.749,2.51067,69312.5,7203.84,12268.2,296.512,0,0,0,20.7693,50.5547,2.0
27/03/2012,16:45,21.8867,21.1387,17.2,210.347,210.368,45.808,47.4267,20.742,22.9933,0.0,617.28,2.71867,64498.3,6831.1,10242.4,248.661,0,0,0,20.4487,50.8347,2.0
27/03/2012,17:00,21.7733,21.0253,17.0,210.912,209.941,46.4,47.8053,20.9027,23.5213,0.0,616.768,2.826,58493.6,6343.68,8673.28,199.403,0,0,0,20.1433,51.6587,2.0
27/03/2012,17:15,21.6507,20.9547,16.0667,210.251,209.867,46.3147,47.7733,20.6607,22.7667,0.0,616.597,2.534,51172.7,5512.19,7340.03,151.291,0,0,0,19.852,52.12,2.0
27/03/2012,17:30,21.4973,20.8533,16.0,210.272,209.984,46.616,47.9413,20.8407,23.1267,0.0,616.0,1.98133,31798.3,4014.08,5376.0,92.7453,0,0,0,19.588,52.872,2.0
27/03/2012,17:45,21.36,20.724,16.0,210.624,209.941,47.112,48.312,20.6427,23.144,0.0,615.275,1.54933,4601.86,2293.76,2573.31,34.096,0,0,0,19.3907,53.416,2.0
27/03/2012,18:00,21.208,20.636,16.0,210.677,211.371,47.4,48.616,18.9207,21.8847,0.0,614.464,1.2,3010.56,1490.94,1713.15,19.8647,0,0,0,19.1973,53.784,2.0
27/03/2012,18:15,21.0733,20.524,16.0,211.403,210.965,47.4373,48.6613,11.4427,20.5693,0.0,614.357,0.966,1182.72,71.68,301.056,5.84267,0,0,0,18.9413,54.104,2.0
27/03/2012,18:30,20.928,20.3853,16.0,211.488,211.563,48.6933,49.5733,11.4093,13.184,0.0,522.432,0.539333,0.0,0.0,0.0,-3.004,0,0,0,18.732,55.464,2.0
27/03/2012,18:45,20.788,20.2493,15.4667,212.437,212.523,50.3333,50.92,11.426,13.0047,0.0,90.4007,0.389333,0.0,0.0,0.0,-3.708,0,0,0,18.5253,57.144,2.0
27/03/2012,19:00,20.6067,20.0873,15.0,213.163,214.091,51.8587,52.272,11.5073,13.2967,0.0,3.11267,0.233333,0.0,0.0,0.0,-3.708,0,0,0,18.2847,58.3467,2.0
27/03/2012,19:15,20.452,19.924,15.0,213.867,214.443,52.4933,52.84,11.328,13.1027,0.0,0.782,0.0,0.0,0.0,0.0,-3.64267,0,0,0,18.1053,58.848,2.0
27/03/2012,19:30,20.2707,19.81,15.0,213.995,214.549,52.5707,52.9733,11.3447,13.0207,0.0,0.65,0.0,0.0,0.0,0.0,-3.77333,0,0,0,17.8773,59.3973,2.0
27/03/2012,19:45,20.1107,19.6687,14.4,214.795,216.011,52.472,52.8933,11.4427,13.2653,0.0,0.65,0.0,0.0,0.0,0.0,-3.57733,0,0,0,17.678,59.5387,2.0
27/03/2012,20:00,19.966,19.4933,14.0,215.883,216.512,52.3093,52.7147,11.4093,13.0213,0.0,0.65,0.0,0.0,0.0,0.0,-3.38133,0,0,0,17.5213,59.5173,2.0
27/03/2012,20:15,19.78,19.3733,14.0,216.811,218.293,53.2827,53.4827,11.4907,13.0527,0.0,0.65,0.0,0.0,0.0,0.0,-3.57733,0,0,0,17.3213,60.6213,2.0
27/03/2012,20:30,19.6267,19.2453,14.0,216.811,217.899,54.1253,54.1547,11.524,13.1027,0.0,0.65,0.0,0.0,0.0,0.0,-3.57733,0,0,0,17.1453,61.512,2.0
27/03/2012,20:45,19.4767,19.0827,14.0,216.779,217.995,54.5333,54.5813,11.4427,13.1027,0.0,0.65,0.036,0.0,0.0,0.0,-3.83867,0,0,0,16.9813,62.0133,2.0
27/03/2012,21:00,19.314,18.9553,14.0,218.645,219.851,54.1867,54.3813,11.6867,13.394,0.0,0.65,0.122,0.0,0.0,0.0,-3.512,0,0,0,16.828,61.8507,2.0
27/03/2012,21:15,19.186,18.8253,14.0,218.379,220.448,53.016,53.5307,11.3613,13.3627,0.0,0.65,0.0,0.0,0.0,0.0,-3.44667,0,0,0,16.6707,61.344,2.0
27/03/2012,21:30,19.0833,18.7233,14.0,217.077,220.512,51.0267,52.416,11.4907,12.94,0.0,0.65,0.126667,0.0,0.0,0.0,-3.57733,0,0,0,16.5413,61.0827,2.0
27/03/2012,21:45,18.9327,18.5967,12.9333,217.141,221.323,50.224,52.0347,11.6053,13.1833,0.0,0.65,0.129333,0.0,0.0,0.0,-3.512,0,0,0,16.3867,60.9893,2.0
27/03/2012,22:00,18.7867,18.434,12.0,217.483,221.344,50.872,52.128,11.3447,13.1027,0.0,0.65,0.100667,0.0,0.0,0.0,-3.512,0,0,0,16.2407,60.7013,2.0
27/03/2012,22:15,18.6273,18.3187,11.2667,217.152,219.072,49.4453,51.9093,11.6867,12.7767,0.0,0.65,0.404,0.0,0.0,0.0,-3.44667,0,0,0,16.0807,61.2933,2.0
27/03/2012,22:30,18.524,18.1707,11.0,216.864,219.392,48.3467,51.7867,11.622,13.3627,0.0,0.65,0.781333,0.0,0.0,0.0,-3.512,0,0,0,15.9347,61.7333,2.0
27/03/2012,22:45,18.3647,18.028,11.0,216.395,217.824,50.0027,51.8747,11.6867,13.0213,0.0,0.65,0.0773333,0.0,0.0,0.0,-3.316,0,0,0,15.7887,60.928,2.0
27/03/2012,23:00,18.1967,17.8967,10.0667,215.307,217.717,49.4747,51.6053,11.7033,12.9553,0.0,0.65,0.0386667,0.0,0.0,0.0,-3.38133,0,0,0,15.6247,60.5627,2.0
27/03/2012,23:15,18.0573,17.7593,10.0,214.4,215.584,48.7867,51.3653,11.3447,13.5413,0.0,0.65,0.212667,0.0,0.0,0.0,-3.512,0,0,0,15.454,60.6773,2.0
27/03/2012,23:30,17.8827,17.598,10.7333,213.856,215.552,49.3093,51.4133,11.5887,13.184,0.0,0.65,0.110667,0.0,0.0,0.0,-3.512,0,0,0,15.316,60.464,2.0
27/03/2012,23:45,17.7493,17.5007,11.0,213.589,214.987,49.5253,51.3627,11.6053,13.184,0.0,0.65,0.0493333,0.0,0.0,0.0,-3.44667,0,0,0,15.1733,60.3413,2.0
28/03/2012,00:00,17.6173,17.374,10.4667,212.597,213.312,49.472,51.28,11.524,12.956,0.0,0.65,0.188667,0.0,0.0,0.0,-3.25067,0,0,0,15.0313,60.1787,2.06667
28/03/2012,00:15,17.4907,17.2093,10.0,212.32,213.675,49.8133,51.368,11.6867,13.1027,0.0,0.65,0.0413333,0.0,0.0,0.0,-3.316,0,0,0,14.886,60.3013,3.0
28/03/2012,00:30,17.3687,17.1167,10.0,211.296,213.067,49.5493,51.256,11.622,12.5327,0.0,0.65,0.0,0.0,0.0,0.0,-3.44667,0,0,0,14.7507,60.1547,3.0
